LAT,LON,T2M_MIN,DATE
-40,144.375,11.81,2006-10-16
-40,145,12.13,2006-10-16
-40,145.625,12.61,2006-10-16
-39.5,143.125,11.27,2006-10-16
-39.5,143.75,11.66,2006-10-16
-39.5,144.375,11.69,2006-10-16
-39.5,145,11.99,2006-10-16
-39.5,145.625,12.38,2006-10-16
-39,143.125,11.92,2006-10-16
-39,143.75,12.11,2006-10-16
-39,144.375,11.47,2006-10-16
-39,145,11.82,2006-10-16
-39,145.625,12.01,2006-10-16
-38.5,143.125,9.41,2006-10-16
-38.5,143.75,9.54,2006-10-16
-38.5,144.375,11.54,2006-10-16
-38.5,145,11.47,2006-10-16
-38.5,145.625,9.66,2006-10-16
-38,143.125,8.59,2006-10-16
-38,143.75,7.72,2006-10-16
-38,144.375,9.16,2006-10-16
-38,145,9.4,2006-10-16
-38,145.625,8.79,2006-10-16
-40,143.125,12.5,2006-10-17
-40,143.75,12.62,2006-10-17
-40,144.375,12.81,2006-10-17
-40,145,12.85,2006-10-17
-40,145.625,12.89,2006-10-17
-39.5,143.125,12.86,2006-10-17
-39.5,143.75,13.03,2006-10-17
-39.5,144.375,13.15,2006-10-17
-39.5,145,13.06,2006-10-17
-39.5,145.625,13.24,2006-10-17
-39,143.125,13.29,2006-10-17
-39,143.75,13.14,2006-10-17
-39,144.375,13.53,2006-10-17
-39,145,13.64,2006-10-17
-39,145.625,13.88,2006-10-17
-38.5,143.125,12.05,2006-10-17
-38.5,143.75,12.01,2006-10-17
-38.5,144.375,13.29,2006-10-17
-38.5,145,13.96,2006-10-17
-38.5,145.625,14.04,2006-10-17
-38,143.125,11.18,2006-10-17
-38,143.75,11.26,2006-10-17
-38,144.375,12.6,2006-10-17
-38,145,13.85,2006-10-17
-38,145.625,13.91,2006-10-17
-40,143.125,12.52,2006-10-18
-40,143.75,12.28,2006-10-18
-40,144.375,12.41,2006-10-18
-40,145,12.57,2006-10-18
-40,145.625,12.57,2006-10-18
-39.5,143.125,12.72,2006-10-18
-39.5,143.75,12.77,2006-10-18
-39.5,144.375,12.91,2006-10-18
-39.5,145,12.79,2006-10-18
-39.5,145.625,12.81,2006-10-18
-39,143.125,13.03,2006-10-18
-39,143.75,12.89,2006-10-18
-39,144.375,13.17,2006-10-18
-39,145,13.09,2006-10-18
-39,145.625,13.43,2006-10-18
-38.5,143.125,11.96,2006-10-18
-38.5,143.75,11.9,2006-10-18
-38.5,144.375,13.33,2006-10-18
-38.5,145,13.57,2006-10-18
-38.5,145.625,13.14,2006-10-18
-38,143.125,10.76,2006-10-18
-38,143.75,10.4,2006-10-18
-38,144.375,11.16,2006-10-18
-38,145,11.21,2006-10-18
-38,145.625,11.62,2006-10-18
-40,143.125,10.4,2006-10-19
-40,143.75,10.56,2006-10-19
-40,144.375,10.59,2006-10-19
-40,145,10.83,2006-10-19
-40,145.625,11.15,2006-10-19
-39.5,143.125,10.74,2006-10-19
-39.5,143.75,10.88,2006-10-19
-39.5,144.375,11.12,2006-10-19
-39.5,145,10.9,2006-10-19
-39.5,145.625,10.84,2006-10-19
-39,143.125,11.06,2006-10-19
-39,143.75,10.59,2006-10-19
-39,144.375,10.86,2006-10-19
-39,145,10.45,2006-10-19
-39,145.625,10.47,2006-10-19
-38.5,143.125,8.89,2006-10-19
-38.5,143.75,9.68,2006-10-19
-38.5,144.375,10.18,2006-10-19
-38.5,145,10.18,2006-10-19
-38.5,145.625,9.11,2006-10-19
-38,143.125,8.75,2006-10-19
-38,143.75,7.86,2006-10-19
-38,144.375,8.96,2006-10-19
-38,145,9.5,2006-10-19
-38,145.625,9.02,2006-10-19
-40,143.125,10.02,2006-10-20
-40,143.75,9.49,2006-10-20
-40,144.375,9.69,2006-10-20
-40,145,10.09,2006-10-20
-40,145.625,9.77,2006-10-20
-39.5,143.125,10.31,2006-10-20
-39.5,143.75,10.05,2006-10-20
-39.5,144.375,10.31,2006-10-20
-39.5,145,10.41,2006-10-20
-39.5,145.625,10.35,2006-10-20
-39,143.125,10.59,2006-10-20
-39,143.75,9.83,2006-10-20
-39,144.375,10.65,2006-10-20
-39,145,10.74,2006-10-20
-39,145.625,10.45,2006-10-20
-38.5,143.125,6.86,2006-10-20
-38.5,143.75,6.66,2006-10-20
-38.5,144.375,9.47,2006-10-20
-38.5,145,10.25,2006-10-20
-38.5,145.625,8.63,2006-10-20
-38,143.125,3.29,2006-10-20
-38,143.75,3.15,2006-10-20
-38,144.375,6.64,2006-10-20
-38,145,7.93,2006-10-20
-38,145.625,4.75,2006-10-20
-40,143.125,10.49,2006-10-21
-40,143.75,10.17,2006-10-21
-40,144.375,10.45,2006-10-21
-40,145,10.49,2006-10-21
-40,145.625,10.19,2006-10-21
-39.5,143.125,10.35,2006-10-21
-39.5,143.75,10.38,2006-10-21
-39.5,144.375,10.65,2006-10-21
-39.5,145,10.49,2006-10-21
-39.5,145.625,10.41,2006-10-21
-39,143.125,10.4,2006-10-21
-39,143.75,9.81,2006-10-21
-39,144.375,10.73,2006-10-21
-39,145,10.73,2006-10-21
-39,145.625,10.77,2006-10-21
-38.5,143.125,6.73,2006-10-21
-38.5,143.75,7.35,2006-10-21
-38.5,144.375,10.28,2006-10-21
-38.5,145,10.58,2006-10-21
-38.5,145.625,8.1,2006-10-21
-38,143.125,3.3,2006-10-21
-38,143.75,4.26,2006-10-21
-38,144.375,7.17,2006-10-21
-38,145,7.52,2006-10-21
-38,145.625,3.36,2006-10-21
-40,143.125,10.68,2006-10-22
-40,143.75,10.86,2006-10-22
-40,144.375,11.04,2006-10-22
-40,145,11.28,2006-10-22
-40,145.625,11.38,2006-10-22
-39.5,143.125,10.52,2006-10-22
-39.5,143.75,10.95,2006-10-22
-39.5,144.375,11.26,2006-10-22
-39.5,145,11.23,2006-10-22
-39.5,145.625,11.25,2006-10-22
-39,143.125,10.8,2006-10-22
-39,143.75,10.42,2006-10-22
-39,144.375,11.18,2006-10-22
-39,145,11.05,2006-10-22
-39,145.625,10.89,2006-10-22
-38.5,143.125,6.68,2006-10-22
-38.5,143.75,7.83,2006-10-22
-38.5,144.375,10.54,2006-10-22
-38.5,145,10.57,2006-10-22
-38.5,145.625,7.47,2006-10-22
-38,143.125,4.98,2006-10-22
-38,143.75,4.61,2006-10-22
-38,144.375,6.66,2006-10-22
-38,145,6.9,2006-10-22
-38,145.625,3.9,2006-10-22
-40,143.125,11.92,2006-10-23
-40,143.75,12.28,2006-10-23
-40,144.375,11.9,2006-10-23
-40,145,11.69,2006-10-23
-40,145.625,11.73,2006-10-23
-39.5,143.125,12.31,2006-10-23
-39.5,143.75,12.47,2006-10-23
-39.5,144.375,11.82,2006-10-23
-39.5,145,11.61,2006-10-23
-39.5,145.625,11.67,2006-10-23
-39,143.125,13.39,2006-10-23
-39,143.75,13.05,2006-10-23
-39,144.375,11.75,2006-10-23
-39,145,11.75,2006-10-23
-39,145.625,12.43,2006-10-23
-38.5,143.125,11.45,2006-10-23
-38.5,143.75,11.26,2006-10-23
-38.5,144.375,12.75,2006-10-23
-38.5,145,11.93,2006-10-23
-38.5,145.625,9.98,2006-10-23
-38,143.125,9.1,2006-10-23
-38,143.75,9.63,2006-10-23
-38,144.375,10.57,2006-10-23
-38,145,10.12,2006-10-23
-38,145.625,10.32,2006-10-23
-40,143.125,10.91,2006-10-24
-40,143.75,11.21,2006-10-24
-40,144.375,11.48,2006-10-24
-40,145,11.69,2006-10-24
-40,145.625,12.02,2006-10-24
-39.5,143.125,11.26,2006-10-24
-39.5,143.75,11.66,2006-10-24
-39.5,144.375,11.87,2006-10-24
-39.5,145,12.03,2006-10-24
-39.5,145.625,12.24,2006-10-24
-39,143.125,11.66,2006-10-24
-39,143.75,11.63,2006-10-24
-39,144.375,12.19,2006-10-24
-39,145,12.31,2006-10-24
-39,145.625,12.63,2006-10-24
-38.5,143.125,10.39,2006-10-24
-38.5,143.75,11.21,2006-10-24
-38.5,144.375,12.38,2006-10-24
-38.5,145,12.78,2006-10-24
-38.5,145.625,13.63,2006-10-24
-38,143.125,10.04,2006-10-24
-38,143.75,11.42,2006-10-24
-38,144.375,13.11,2006-10-24
-38,145,13.44,2006-10-24
-38,145.625,13.27,2006-10-24
-40,143.125,10.41,2006-10-25
-40,143.75,10.02,2006-10-25
-40,144.375,10.2,2006-10-25
-40,145,10.49,2006-10-25
-40,145.625,10.33,2006-10-25
-39.5,143.125,10.56,2006-10-25
-39.5,143.75,10.45,2006-10-25
-39.5,144.375,10.72,2006-10-25
-39.5,145,10.66,2006-10-25
-39.5,145.625,10.66,2006-10-25
-39,143.125,10.88,2006-10-25
-39,143.75,10.51,2006-10-25
-39,144.375,10.9,2006-10-25
-39,145,11.03,2006-10-25
-39,145.625,11.2,2006-10-25
-38.5,143.125,8.23,2006-10-25
-38.5,143.75,8.8,2006-10-25
-38.5,144.375,10.62,2006-10-25
-38.5,145,10.98,2006-10-25
-38.5,145.625,8.8,2006-10-25
-38,143.125,5.77,2006-10-25
-38,143.75,5.63,2006-10-25
-38,144.375,8.2,2006-10-25
-38,145,9.77,2006-10-25
-38,145.625,7.46,2006-10-25
-40,143.125,9.95,2006-10-26
-40,143.75,9.75,2006-10-26
-40,144.375,9.93,2006-10-26
-40,145,10.15,2006-10-26
-40,145.625,10.19,2006-10-26
-39.5,143.125,10.15,2006-10-26
-39.5,143.75,10.04,2006-10-26
-39.5,144.375,10.22,2006-10-26
-39.5,145,10.17,2006-10-26
-39.5,145.625,10.07,2006-10-26
-39,143.125,10.05,2006-10-26
-39,143.75,9.99,2006-10-26
-39,144.375,10.51,2006-10-26
-39,145,10.04,2006-10-26
-39,145.625,9.81,2006-10-26
-38.5,143.125,8.11,2006-10-26
-38.5,143.75,7.78,2006-10-26
-38.5,144.375,9.61,2006-10-26
-38.5,145,9.8,2006-10-26
-38.5,145.625,8.19,2006-10-26
-38,143.125,6.13,2006-10-26
-38,143.75,6.45,2006-10-26
-38,144.375,6.92,2006-10-26
-38,145,7.99,2006-10-26
-38,145.625,5.5,2006-10-26
-40,143.125,9.34,2006-10-27
-40,143.75,8.91,2006-10-27
-40,144.375,9,2006-10-27
-40,145,9.27,2006-10-27
-40,145.625,8.94,2006-10-27
-39.5,143.125,9.73,2006-10-27
-39.5,143.75,9.4,2006-10-27
-39.5,144.375,9.55,2006-10-27
-39.5,145,9.68,2006-10-27
-39.5,145.625,9.6,2006-10-27
-39,143.125,10.15,2006-10-27
-39,143.75,9.4,2006-10-27
-39,144.375,9.99,2006-10-27
-39,145,9.96,2006-10-27
-39,145.625,9.76,2006-10-27
-38.5,143.125,7.61,2006-10-27
-38.5,143.75,7.04,2006-10-27
-38.5,144.375,9.16,2006-10-27
-38.5,145,9.67,2006-10-27
-38.5,145.625,8.05,2006-10-27
-38,143.125,4.98,2006-10-27
-38,143.75,3.7,2006-10-27
-38,144.375,6.55,2006-10-27
-38,145,7.71,2006-10-27
-38,145.625,4.71,2006-10-27
-40,143.125,9.73,2006-10-28
-40,143.75,9.64,2006-10-28
-40,144.375,9.91,2006-10-28
-40,145,10.12,2006-10-28
-40,145.625,10.08,2006-10-28
-39.5,143.125,10.1,2006-10-28
-39.5,143.75,10.06,2006-10-28
-39.5,144.375,10.52,2006-10-28
-39.5,145,10.43,2006-10-28
-39.5,145.625,10.31,2006-10-28
-39,143.125,10.36,2006-10-28
-39,143.75,9.88,2006-10-28
-39,144.375,10.71,2006-10-28
-39,145,10.68,2006-10-28
-39,145.625,10.51,2006-10-28
-38.5,143.125,5.86,2006-10-28
-38.5,143.75,7.18,2006-10-28
-38.5,144.375,9.84,2006-10-28
-38.5,145,10.24,2006-10-28
-38.5,145.625,7.57,2006-10-28
-38,143.125,3.1,2006-10-28
-38,143.75,3.55,2006-10-28
-38,144.375,6.34,2006-10-28
-38,145,7.86,2006-10-28
-38,145.625,4.91,2006-10-28
-40,143.125,9.94,2006-10-29
-40,143.75,10.01,2006-10-29
-40,144.375,10.36,2006-10-29
-40,145,10.6,2006-10-29
-40,145.625,10.39,2006-10-29
-39.5,143.125,10.19,2006-10-29
-39.5,143.75,10.44,2006-10-29
-39.5,144.375,10.61,2006-10-29
-39.5,145,10.59,2006-10-29
-39.5,145.625,10.38,2006-10-29
-39,143.125,10.39,2006-10-29
-39,143.75,10.09,2006-10-29
-39,144.375,10.39,2006-10-29
-39,145,10.29,2006-10-29
-39,145.625,9.68,2006-10-29
-38.5,143.125,6.64,2006-10-29
-38.5,143.75,7.92,2006-10-29
-38.5,144.375,10.15,2006-10-29
-38.5,145,10.08,2006-10-29
-38.5,145.625,7,2006-10-29
-38,143.125,3.94,2006-10-29
-38,143.75,4.62,2006-10-29
-38,144.375,7.32,2006-10-29
-38,145,7.24,2006-10-29
-38,145.625,3.75,2006-10-29
-40,143.125,10.12,2006-10-30
-40,143.75,10.34,2006-10-30
-40,144.375,10.64,2006-10-30
-40,145,10.63,2006-10-30
-40,145.625,10.91,2006-10-30
-39.5,143.125,10.47,2006-10-30
-39.5,143.75,10.88,2006-10-30
-39.5,144.375,11.02,2006-10-30
-39.5,145,10.89,2006-10-30
-39.5,145.625,11.02,2006-10-30
-39,143.125,10.73,2006-10-30
-39,143.75,10.53,2006-10-30
-39,144.375,11.09,2006-10-30
-39,145,11.06,2006-10-30
-39,145.625,11.07,2006-10-30
-38.5,143.125,7.84,2006-10-30
-38.5,143.75,9.49,2006-10-30
-38.5,144.375,11,2006-10-30
-38.5,145,10.73,2006-10-30
-38.5,145.625,8.23,2006-10-30
-38,143.125,7.13,2006-10-30
-38,143.75,7.65,2006-10-30
-38,144.375,9.36,2006-10-30
-38,145,8.38,2006-10-30
-38,145.625,5.31,2006-10-30
-40,143.125,10.24,2006-10-31
-40,143.75,10.25,2006-10-31
-40,144.375,10.6,2006-10-31
-40,145,11.29,2006-10-31
-40,145.625,11.81,2006-10-31
-39.5,143.125,10.67,2006-10-31
-39.5,143.75,10.9,2006-10-31
-39.5,144.375,11.07,2006-10-31
-39.5,145,10.96,2006-10-31
-39.5,145.625,11.16,2006-10-31
-39,143.125,11.26,2006-10-31
-39,143.75,10.85,2006-10-31
-39,144.375,10.88,2006-10-31
-39,145,10.74,2006-10-31
-39,145.625,10.71,2006-10-31
-38.5,143.125,7.54,2006-10-31
-38.5,143.75,9.38,2006-10-31
-38.5,144.375,10.72,2006-10-31
-38.5,145,10.64,2006-10-31
-38.5,145.625,8.7,2006-10-31
-38,143.125,7.28,2006-10-31
-38,143.75,7.43,2006-10-31
-38,144.375,8.83,2006-10-31
-38,145,8.38,2006-10-31
-38,145.625,5.66,2006-10-31
-40,143.125,9.78,2006-11-01
-40,143.75,10.71,2006-11-01
-40,144.375,11.15,2006-11-01
-40,145,11.29,2006-11-01
-40,145.625,12.15,2006-11-01
-39.5,143.125,10.2,2006-11-01
-39.5,143.75,10.99,2006-11-01
-39.5,144.375,10.7,2006-11-01
-39.5,145,11.2,2006-11-01
-39.5,145.625,11.97,2006-11-01
-39,143.125,11.11,2006-11-01
-39,143.75,11.56,2006-11-01
-39,144.375,10.59,2006-11-01
-39,145,11.58,2006-11-01
-39,145.625,13.07,2006-11-01
-38.5,143.125,11.15,2006-11-01
-38.5,143.75,11.27,2006-11-01
-38.5,144.375,11.11,2006-11-01
-38.5,145,12.5,2006-11-01
-38.5,145.625,12.39,2006-11-01
-38,143.125,11.74,2006-11-01
-38,143.75,11.09,2006-11-01
-38,144.375,11.42,2006-11-01
-38,145,12.47,2006-11-01
-38,145.625,11.71,2006-11-01
-40,143.125,12.48,2006-11-02
-40,143.75,12.47,2006-11-02
-40,144.375,12.64,2006-11-02
-40,145,12.9,2006-11-02
-40,145.625,13.14,2006-11-02
-39.5,143.125,12.58,2006-11-02
-39.5,143.75,12.7,2006-11-02
-39.5,144.375,12.84,2006-11-02
-39.5,145,13.06,2006-11-02
-39.5,145.625,13.2,2006-11-02
-39,143.125,12.58,2006-11-02
-39,143.75,12.17,2006-11-02
-39,144.375,12.85,2006-11-02
-39,145,13.09,2006-11-02
-39,145.625,13.03,2006-11-02
-38.5,143.125,10.62,2006-11-02
-38.5,143.75,9.76,2006-11-02
-38.5,144.375,11.2,2006-11-02
-38.5,145,12.21,2006-11-02
-38.5,145.625,11.03,2006-11-02
-38,143.125,8.61,2006-11-02
-38,143.75,7.81,2006-11-02
-38,144.375,8.59,2006-11-02
-38,145,10.11,2006-11-02
-38,145.625,8.7,2006-11-02
-40,143.125,12.63,2006-11-03
-40,143.75,12.67,2006-11-03
-40,144.375,12.73,2006-11-03
-40,145,12.67,2006-11-03
-40,145.625,12.74,2006-11-03
-39.5,143.125,12.77,2006-11-03
-39.5,143.75,12.95,2006-11-03
-39.5,144.375,12.95,2006-11-03
-39.5,145,12.86,2006-11-03
-39.5,145.625,12.89,2006-11-03
-39,143.125,12.88,2006-11-03
-39,143.75,12.8,2006-11-03
-39,144.375,13.13,2006-11-03
-39,145,13.05,2006-11-03
-39,145.625,13.28,2006-11-03
-38.5,143.125,10.99,2006-11-03
-38.5,143.75,10.41,2006-11-03
-38.5,144.375,12.35,2006-11-03
-38.5,145,12.89,2006-11-03
-38.5,145.625,10.66,2006-11-03
-38,143.125,8.6,2006-11-03
-38,143.75,8.43,2006-11-03
-38,144.375,9.71,2006-11-03
-38,145,10.7,2006-11-03
-38,145.625,8.56,2006-11-03
-40,143.125,11.25,2006-11-04
-40,143.75,11.18,2006-11-04
-40,144.375,11.46,2006-11-04
-40,145,11.71,2006-11-04
-40,145.625,12.5,2006-11-04
-39.5,143.125,11.67,2006-11-04
-39.5,143.75,11.74,2006-11-04
-39.5,144.375,12.14,2006-11-04
-39.5,145,12.36,2006-11-04
-39.5,145.625,12.86,2006-11-04
-39,143.125,12.28,2006-11-04
-39,143.75,11.79,2006-11-04
-39,144.375,12.49,2006-11-04
-39,145,12.83,2006-11-04
-39,145.625,12.9,2006-11-04
-38.5,143.125,9.93,2006-11-04
-38.5,143.75,10.09,2006-11-04
-38.5,144.375,11.95,2006-11-04
-38.5,145,12.29,2006-11-04
-38.5,145.625,10.98,2006-11-04
-38,143.125,7.86,2006-11-04
-38,143.75,8.64,2006-11-04
-38,144.375,10.17,2006-11-04
-38,145,10.87,2006-11-04
-38,145.625,9.79,2006-11-04
-40,143.125,11.6,2006-11-05
-40,143.75,12,2006-11-05
-40,144.375,12.54,2006-11-05
-40,145,12.74,2006-11-05
-40,145.625,12.81,2006-11-05
-39.5,143.125,12.31,2006-11-05
-39.5,143.75,12.9,2006-11-05
-39.5,144.375,13.12,2006-11-05
-39.5,145,13.27,2006-11-05
-39.5,145.625,13.39,2006-11-05
-39,143.125,12.71,2006-11-05
-39,143.75,13.1,2006-11-05
-39,144.375,13.21,2006-11-05
-39,145,13.2,2006-11-05
-39,145.625,13.61,2006-11-05
-38.5,143.125,11.94,2006-11-05
-38.5,143.75,12.34,2006-11-05
-38.5,144.375,13.49,2006-11-05
-38.5,145,13.42,2006-11-05
-38.5,145.625,12.77,2006-11-05
-38,143.125,11.33,2006-11-05
-38,143.75,11.59,2006-11-05
-38,144.375,12.18,2006-11-05
-38,145,11.86,2006-11-05
-38,145.625,12.1,2006-11-05
-40,143.125,10.79,2006-11-06
-40,143.75,10.49,2006-11-06
-40,144.375,10.7,2006-11-06
-40,145,10.87,2006-11-06
-40,145.625,11.08,2006-11-06
-39.5,143.125,11.14,2006-11-06
-39.5,143.75,11.19,2006-11-06
-39.5,144.375,11.36,2006-11-06
-39.5,145,11.3,2006-11-06
-39.5,145.625,11.46,2006-11-06
-39,143.125,11.43,2006-11-06
-39,143.75,11.31,2006-11-06
-39,144.375,11.59,2006-11-06
-39,145,11.72,2006-11-06
-39,145.625,11.97,2006-11-06
-38.5,143.125,9.57,2006-11-06
-38.5,143.75,10.12,2006-11-06
-38.5,144.375,12.13,2006-11-06
-38.5,145,12.34,2006-11-06
-38.5,145.625,10.72,2006-11-06
-38,143.125,9.18,2006-11-06
-38,143.75,9.54,2006-11-06
-38,144.375,10.99,2006-11-06
-38,145,10.9,2006-11-06
-38,145.625,9.02,2006-11-06
-40,143.125,10.31,2006-11-07
-40,143.75,9.98,2006-11-07
-40,144.375,10.09,2006-11-07
-40,145,10.12,2006-11-07
-40,145.625,10.52,2006-11-07
-39.5,143.125,10.61,2006-11-07
-39.5,143.75,10.48,2006-11-07
-39.5,144.375,10.69,2006-11-07
-39.5,145,10.64,2006-11-07
-39.5,145.625,11.06,2006-11-07
-39,143.125,11.03,2006-11-07
-39,143.75,10.49,2006-11-07
-39,144.375,11.09,2006-11-07
-39,145,11.29,2006-11-07
-39,145.625,11.38,2006-11-07
-38.5,143.125,8.81,2006-11-07
-38.5,143.75,9.03,2006-11-07
-38.5,144.375,10.62,2006-11-07
-38.5,145,11.01,2006-11-07
-38.5,145.625,9.46,2006-11-07
-38,143.125,6.58,2006-11-07
-38,143.75,6.87,2006-11-07
-38,144.375,8.68,2006-11-07
-38,145,9.31,2006-11-07
-38,145.625,6.77,2006-11-07
-40,143.125,11.59,2006-11-08
-40,143.75,11.76,2006-11-08
-40,144.375,11.86,2006-11-08
-40,145,12.05,2006-11-08
-40,145.625,11.74,2006-11-08
-39.5,143.125,11.8,2006-11-08
-39.5,143.75,12.2,2006-11-08
-39.5,144.375,12.09,2006-11-08
-39.5,145,11.91,2006-11-08
-39.5,145.625,11.72,2006-11-08
-39,143.125,11.97,2006-11-08
-39,143.75,11.94,2006-11-08
-39,144.375,12.05,2006-11-08
-39,145,11.91,2006-11-08
-39,145.625,12,2006-11-08
-38.5,143.125,10.43,2006-11-08
-38.5,143.75,10.56,2006-11-08
-38.5,144.375,12.27,2006-11-08
-38.5,145,12.15,2006-11-08
-38.5,145.625,8.03,2006-11-08
-38,143.125,9.24,2006-11-08
-38,143.75,9.74,2006-11-08
-38,144.375,10.62,2006-11-08
-38,145,8.89,2006-11-08
-38,145.625,5.23,2006-11-08
-40,143.125,10.54,2006-11-09
-40,143.75,10.73,2006-11-09
-40,144.375,11.59,2006-11-09
-40,145,11.06,2006-11-09
-40,145.625,11.43,2006-11-09
-39.5,143.125,10.85,2006-11-09
-39.5,143.75,11.53,2006-11-09
-39.5,144.375,11.72,2006-11-09
-39.5,145,10.94,2006-11-09
-39.5,145.625,11.17,2006-11-09
-39,143.125,11.04,2006-11-09
-39,143.75,11.44,2006-11-09
-39,144.375,11.53,2006-11-09
-39,145,10.98,2006-11-09
-39,145.625,11.36,2006-11-09
-38.5,143.125,9.45,2006-11-09
-38.5,143.75,10.32,2006-11-09
-38.5,144.375,11.25,2006-11-09
-38.5,145,11.46,2006-11-09
-38.5,145.625,10.16,2006-11-09
-38,143.125,7.97,2006-11-09
-38,143.75,8.16,2006-11-09
-38,144.375,9.57,2006-11-09
-38,145,10.24,2006-11-09
-38,145.625,6.67,2006-11-09
-40,143.125,11.33,2006-11-10
-40,143.75,11.43,2006-11-10
-40,144.375,11.43,2006-11-10
-40,145,11.42,2006-11-10
-40,145.625,11.48,2006-11-10
-39.5,143.125,11.41,2006-11-10
-39.5,143.75,11.47,2006-11-10
-39.5,144.375,11.64,2006-11-10
-39.5,145,11.74,2006-11-10
-39.5,145.625,11.79,2006-11-10
-39,143.125,11.37,2006-11-10
-39,143.75,11.26,2006-11-10
-39,144.375,11.77,2006-11-10
-39,145,11.93,2006-11-10
-39,145.625,11.9,2006-11-10
-38.5,143.125,9.75,2006-11-10
-38.5,143.75,10.15,2006-11-10
-38.5,144.375,11.61,2006-11-10
-38.5,145,11.92,2006-11-10
-38.5,145.625,11.05,2006-11-10
-38,143.125,8.64,2006-11-10
-38,143.75,8.04,2006-11-10
-38,144.375,9.94,2006-11-10
-38,145,11.04,2006-11-10
-38,145.625,9.41,2006-11-10
-40,143.125,12.02,2006-11-11
-40,143.75,12.72,2006-11-11
-40,144.375,12.96,2006-11-11
-40,145,12.78,2006-11-11
-40,145.625,12.82,2006-11-11
-39.5,143.125,12.77,2006-11-11
-39.5,143.75,13.67,2006-11-11
-39.5,144.375,13.17,2006-11-11
-39.5,145,12.66,2006-11-11
-39.5,145.625,12.6,2006-11-11
-39,143.125,13.32,2006-11-11
-39,143.75,13.3,2006-11-11
-39,144.375,12.89,2006-11-11
-39,145,12.77,2006-11-11
-39,145.625,12.98,2006-11-11
-38.5,143.125,14.31,2006-11-11
-38.5,143.75,13.31,2006-11-11
-38.5,144.375,13.46,2006-11-11
-38.5,145,13.74,2006-11-11
-38.5,145.625,13.32,2006-11-11
-38,143.125,15.82,2006-11-11
-38,143.75,14.85,2006-11-11
-38,144.375,14.11,2006-11-11
-38,145,14.21,2006-11-11
-38,145.625,13.99,2006-11-11
-40,143.125,10.62,2006-11-12
-40,143.75,10.71,2006-11-12
-40,144.375,10.71,2006-11-12
-40,145,10.77,2006-11-12
-40,145.625,11.09,2006-11-12
-39.5,143.125,10.97,2006-11-12
-39.5,143.75,11.21,2006-11-12
-39.5,144.375,11.28,2006-11-12
-39.5,145,11.27,2006-11-12
-39.5,145.625,11.59,2006-11-12
-39,143.125,11.39,2006-11-12
-39,143.75,11.16,2006-11-12
-39,144.375,11.81,2006-11-12
-39,145,11.81,2006-11-12
-39,145.625,11.97,2006-11-12
-38.5,143.125,9.82,2006-11-12
-38.5,143.75,10.34,2006-11-12
-38.5,144.375,11.98,2006-11-12
-38.5,145,12.36,2006-11-12
-38.5,145.625,12.11,2006-11-12
-38,143.125,9.88,2006-11-12
-38,143.75,10.34,2006-11-12
-38,144.375,11.98,2006-11-12
-38,145,12.76,2006-11-12
-38,145.625,10.69,2006-11-12
-40,143.125,10.36,2006-11-13
-40,143.75,10.17,2006-11-13
-40,144.375,10.22,2006-11-13
-40,145,10.46,2006-11-13
-40,145.625,10.6,2006-11-13
-39.5,143.125,10.77,2006-11-13
-39.5,143.75,10.76,2006-11-13
-39.5,144.375,10.79,2006-11-13
-39.5,145,10.84,2006-11-13
-39.5,145.625,11.06,2006-11-13
-39,143.125,11.06,2006-11-13
-39,143.75,10.64,2006-11-13
-39,144.375,11.24,2006-11-13
-39,145,11.27,2006-11-13
-39,145.625,11.31,2006-11-13
-38.5,143.125,9.04,2006-11-13
-38.5,143.75,8.92,2006-11-13
-38.5,144.375,10.87,2006-11-13
-38.5,145,11.23,2006-11-13
-38.5,145.625,9.87,2006-11-13
-38,143.125,6.18,2006-11-13
-38,143.75,6.14,2006-11-13
-38,144.375,7.33,2006-11-13
-38,145,8.29,2006-11-13
-38,145.625,6.45,2006-11-13
-40,143.125,9.13,2006-11-14
-40,143.75,9.03,2006-11-14
-40,144.375,8.97,2006-11-14
-40,145,9.16,2006-11-14
-40,145.625,9.31,2006-11-14
-39.5,143.125,9.72,2006-11-14
-39.5,143.75,9.59,2006-11-14
-39.5,144.375,9.7,2006-11-14
-39.5,145,9.53,2006-11-14
-39.5,145.625,9.44,2006-11-14
-39,143.125,10.16,2006-11-14
-39,143.75,9.33,2006-11-14
-39,144.375,10.28,2006-11-14
-39,145,10.21,2006-11-14
-39,145.625,9.64,2006-11-14
-38.5,143.125,7.13,2006-11-14
-38.5,143.75,7,2006-11-14
-38.5,144.375,9.33,2006-11-14
-38.5,145,9.86,2006-11-14
-38.5,145.625,8.03,2006-11-14
-38,143.125,5.5,2006-11-14
-38,143.75,5.49,2006-11-14
-38,144.375,6.87,2006-11-14
-38,145,8.11,2006-11-14
-38,145.625,5.89,2006-11-14
-40,143.125,8.98,2006-11-15
-40,143.75,9.13,2006-11-15
-40,144.375,9.21,2006-11-15
-40,145,9.45,2006-11-15
-40,145.625,9.67,2006-11-15
-39.5,143.125,9.33,2006-11-15
-39.5,143.75,9.38,2006-11-15
-39.5,144.375,9.48,2006-11-15
-39.5,145,9.67,2006-11-15
-39.5,145.625,9.87,2006-11-15
-39,143.125,9.59,2006-11-15
-39,143.75,9.19,2006-11-15
