LAT,LON,T2M,DATE
-38,144.375,8.87,2006-06-19
-38,145,8.79,2006-06-19
-38,145.625,7.19,2006-06-19
-40,143.125,13.47,2006-06-20
-40,143.75,12.85,2006-06-20
-40,144.375,12.66,2006-06-20
-40,145,12.72,2006-06-20
-40,145.625,12.9,2006-06-20
-39.5,143.125,13.48,2006-06-20
-39.5,143.75,12.84,2006-06-20
-39.5,144.375,12.76,2006-06-20
-39.5,145,12.76,2006-06-20
-39.5,145.625,12.86,2006-06-20
-39,143.125,12.9,2006-06-20
-39,143.75,12.2,2006-06-20
-39,144.375,12.66,2006-06-20
-39,145,12.45,2006-06-20
-39,145.625,12.07,2006-06-20
-38.5,143.125,9.44,2006-06-20
-38.5,143.75,9.47,2006-06-20
-38.5,144.375,10.92,2006-06-20
-38.5,145,10.74,2006-06-20
-38.5,145.625,9.49,2006-06-20
-38,143.125,8.09,2006-06-20
-38,143.75,7.89,2006-06-20
-38,144.375,8.17,2006-06-20
-38,145,8.17,2006-06-20
-38,145.625,7.8,2006-06-20
-40,143.125,13.96,2006-06-21
-40,143.75,13.47,2006-06-21
-40,144.375,13.34,2006-06-21
-40,145,13.34,2006-06-21
-40,145.625,13.49,2006-06-21
-39.5,143.125,14.06,2006-06-21
-39.5,143.75,13.57,2006-06-21
-39.5,144.375,13.47,2006-06-21
-39.5,145,13.39,2006-06-21
-39.5,145.625,13.5,2006-06-21
-39,143.125,13.56,2006-06-21
-39,143.75,13.19,2006-06-21
-39,144.375,13.56,2006-06-21
-39,145,13.3,2006-06-21
-39,145.625,12.95,2006-06-21
-38.5,143.125,11,2006-06-21
-38.5,143.75,11.3,2006-06-21
-38.5,144.375,12.34,2006-06-21
-38.5,145,12.22,2006-06-21
-38.5,145.625,11.12,2006-06-21
-38,143.125,9.97,2006-06-21
-38,143.75,10.25,2006-06-21
-38,144.375,10.42,2006-06-21
-38,145,10.38,2006-06-21
-38,145.625,10.07,2006-06-21
-40,143.125,13.88,2006-06-22
-40,143.75,13.48,2006-06-22
-40,144.375,13.29,2006-06-22
-40,145,13.26,2006-06-22
-40,145.625,13.37,2006-06-22
-39.5,143.125,14.03,2006-06-22
-39.5,143.75,13.52,2006-06-22
-39.5,144.375,13.4,2006-06-22
-39.5,145,13.36,2006-06-22
-39.5,145.625,13.32,2006-06-22
-39,143.125,13.86,2006-06-22
-39,143.75,12.99,2006-06-22
-39,144.375,13.31,2006-06-22
-39,145,13.4,2006-06-22
-39,145.625,13.14,2006-06-22
-38.5,143.125,11.82,2006-06-22
-38.5,143.75,11.25,2006-06-22
-38.5,144.375,12.4,2006-06-22
-38.5,145,12.76,2006-06-22
-38.5,145.625,12.14,2006-06-22
-38,143.125,10.46,2006-06-22
-38,143.75,10.36,2006-06-22
-38,144.375,10.98,2006-06-22
-38,145,11.48,2006-06-22
-38,145.625,11.01,2006-06-22
-40,143.125,12.13,2006-06-23
-40,143.75,11.89,2006-06-23
-40,144.375,11.96,2006-06-23
-40,145,12.24,2006-06-23
-40,145.625,12.54,2006-06-23
-39.5,143.125,12.34,2006-06-23
-39.5,143.75,12.11,2006-06-23
-39.5,144.375,12.37,2006-06-23
-39.5,145,12.61,2006-06-23
-39.5,145.625,12.72,2006-06-23
-39,143.125,12.27,2006-06-23
-39,143.75,11.62,2006-06-23
-39,144.375,12.39,2006-06-23
-39,145,12.56,2006-06-23
-39,145.625,12.44,2006-06-23
-38.5,143.125,9.97,2006-06-23
-38.5,143.75,9.69,2006-06-23
-38.5,144.375,11.42,2006-06-23
-38.5,145,11.86,2006-06-23
-38.5,145.625,10.37,2006-06-23
-38,143.125,8.39,2006-06-23
-38,143.75,8.08,2006-06-23
-38,144.375,8.86,2006-06-23
-38,145,9.3,2006-06-23
-38,145.625,8.18,2006-06-23
-40,143.125,11.99,2006-06-24
-40,143.75,11.51,2006-06-24
-40,144.375,11.51,2006-06-24
-40,145,11.69,2006-06-24
-40,145.625,11.7,2006-06-24
-39.5,143.125,12.27,2006-06-24
-39.5,143.75,11.84,2006-06-24
-39.5,144.375,11.98,2006-06-24
-39.5,145,12.06,2006-06-24
-39.5,145.625,12.07,2006-06-24
-39,143.125,12.16,2006-06-24
-39,143.75,11.39,2006-06-24
-39,144.375,12.17,2006-06-24
-39,145,12.32,2006-06-24
-39,145.625,12.11,2006-06-24
-38.5,143.125,9.28,2006-06-24
-38.5,143.75,8.79,2006-06-24
-38.5,144.375,10.89,2006-06-24
-38.5,145,11.55,2006-06-24
-38.5,145.625,10.07,2006-06-24
-38,143.125,7.27,2006-06-24
-38,143.75,6.98,2006-06-24
-38,144.375,8.03,2006-06-24
-38,145,8.82,2006-06-24
-38,145.625,7.29,2006-06-24
-40,143.125,13.19,2006-06-25
-40,143.75,12.87,2006-06-25
-40,144.375,12.82,2006-06-25
-40,145,12.8,2006-06-25
-40,145.625,12.72,2006-06-25
-39.5,143.125,13.4,2006-06-25
-39.5,143.75,12.95,2006-06-25
-39.5,144.375,12.93,2006-06-25
-39.5,145,12.83,2006-06-25
-39.5,145.625,12.61,2006-06-25
-39,143.125,12.91,2006-06-25
-39,143.75,12.07,2006-06-25
-39,144.375,12.69,2006-06-25
-39,145,12.6,2006-06-25
-39,145.625,11.95,2006-06-25
-38.5,143.125,9.76,2006-06-25
-38.5,143.75,9.37,2006-06-25
-38.5,144.375,11.26,2006-06-25
-38.5,145,11.55,2006-06-25
-38.5,145.625,9.62,2006-06-25
-38,143.125,7.93,2006-06-25
-38,143.75,7.41,2006-06-25
-38,144.375,8.11,2006-06-25
-38,145,8.43,2006-06-25
-38,145.625,6.45,2006-06-25
-40,143.125,13.18,2006-06-26
-40,143.75,12.9,2006-06-26
-40,144.375,12.77,2006-06-26
-40,145,12.82,2006-06-26
-40,145.625,12.96,2006-06-26
-39.5,143.125,13.32,2006-06-26
-39.5,143.75,12.82,2006-06-26
-39.5,144.375,12.85,2006-06-26
-39.5,145,12.88,2006-06-26
-39.5,145.625,12.87,2006-06-26
-39,143.125,12.59,2006-06-26
-39,143.75,12.01,2006-06-26
-39,144.375,12.72,2006-06-26
-39,145,12.7,2006-06-26
-39,145.625,12.36,2006-06-26
-38.5,143.125,9.33,2006-06-26
-38.5,143.75,9.33,2006-06-26
-38.5,144.375,11.07,2006-06-26
-38.5,145,11.38,2006-06-26
-38.5,145.625,10.07,2006-06-26
-38,143.125,7.34,2006-06-26
-38,143.75,7.46,2006-06-26
-38,144.375,8.37,2006-06-26
-38,145,8.57,2006-06-26
-38,145.625,7.68,2006-06-26
-40,143.125,11.81,2006-06-27
-40,143.75,11.38,2006-06-27
-40,144.375,11.5,2006-06-27
-40,145,11.74,2006-06-27
-40,145.625,11.78,2006-06-27
-39.5,143.125,12.07,2006-06-27
-39.5,143.75,11.75,2006-06-27
-39.5,144.375,11.99,2006-06-27
-39.5,145,12.15,2006-06-27
-39.5,145.625,12.21,2006-06-27
-39,143.125,12.02,2006-06-27
-39,143.75,11.11,2006-06-27
-39,144.375,12.05,2006-06-27
-39,145,12.09,2006-06-27
-39,145.625,11.67,2006-06-27
-38.5,143.125,8.41,2006-06-27
-38.5,143.75,8.08,2006-06-27
-38.5,144.375,10.51,2006-06-27
-38.5,145,10.85,2006-06-27
-38.5,145.625,9.72,2006-06-27
-38,143.125,6.38,2006-06-27
-38,143.75,6.33,2006-06-27
-38,144.375,7.91,2006-06-27
-38,145,9.08,2006-06-27
-38,145.625,8.36,2006-06-27
-40,143.125,13.63,2006-06-28
-40,143.75,12.77,2006-06-28
-40,144.375,12.7,2006-06-28
-40,145,12.77,2006-06-28
-40,145.625,12.8,2006-06-28
-39.5,143.125,13.5,2006-06-28
-39.5,143.75,12.81,2006-06-28
-39.5,144.375,12.95,2006-06-28
-39.5,145,12.85,2006-06-28
-39.5,145.625,12.7,2006-06-28
-39,143.125,12.53,2006-06-28
-39,143.75,11.96,2006-06-28
-39,144.375,12.67,2006-06-28
-39,145,12.64,2006-06-28
-39,145.625,11.53,2006-06-28
-38.5,143.125,8.57,2006-06-28
-38.5,143.75,8.39,2006-06-28
-38.5,144.375,10.41,2006-06-28
-38.5,145,10.9,2006-06-28
-38.5,145.625,8.61,2006-06-28
-38,143.125,6.36,2006-06-28
-38,143.75,6.36,2006-06-28
-38,144.375,7.59,2006-06-28
-38,145,7.89,2006-06-28
-38,145.625,7.24,2006-06-28
-40,143.125,13.65,2006-06-29
-40,143.75,12.91,2006-06-29
-40,144.375,12.84,2006-06-29
-40,145,12.87,2006-06-29
-40,145.625,12.97,2006-06-29
-39.5,143.125,13.46,2006-06-29
-39.5,143.75,12.95,2006-06-29
-39.5,144.375,13.08,2006-06-29
-39.5,145,12.91,2006-06-29
-39.5,145.625,12.7,2006-06-29
-39,143.125,12.64,2006-06-29
-39,143.75,12.36,2006-06-29
-39,144.375,12.97,2006-06-29
-39,145,12.97,2006-06-29
-39,145.625,12.06,2006-06-29
-38.5,143.125,9.2,2006-06-29
-38.5,143.75,9.75,2006-06-29
-38.5,144.375,11.48,2006-06-29
-38.5,145,11.82,2006-06-29
-38.5,145.625,10.2,2006-06-29
-38,143.125,7.85,2006-06-29
-38,143.75,8.45,2006-06-29
-38,144.375,9.37,2006-06-29
-38,145,9.63,2006-06-29
-38,145.625,10.17,2006-06-29
-40,143.125,14.25,2006-06-30
-40,143.75,13.9,2006-06-30
-40,144.375,13.64,2006-06-30
-40,145,13.47,2006-06-30
-40,145.625,13.34,2006-06-30
-39.5,143.125,14.27,2006-06-30
-39.5,143.75,13.81,2006-06-30
-39.5,144.375,13.67,2006-06-30
-39.5,145,13.47,2006-06-30
-39.5,145.625,13.33,2006-06-30
-39,143.125,13.63,2006-06-30
-39,143.75,13.18,2006-06-30
-39,144.375,13.51,2006-06-30
-39,145,13.39,2006-06-30
-39,145.625,13.3,2006-06-30
-38.5,143.125,11.65,2006-06-30
-38.5,143.75,11.33,2006-06-30
-38.5,144.375,12.32,2006-06-30
-38.5,145,12.6,2006-06-30
-38.5,145.625,12.07,2006-06-30
-38,143.125,9.99,2006-06-30
-38,143.75,9.84,2006-06-30
-38,144.375,10.58,2006-06-30
-38,145,10.74,2006-06-30
-38,145.625,10.47,2006-06-30
-40,143.125,11.36,2006-07-01
-40,143.75,11.12,2006-07-01
-40,144.375,11.14,2006-07-01
-40,145,11.14,2006-07-01
-40,145.625,11.58,2006-07-01
-39.5,143.125,11.81,2006-07-01
-39.5,143.75,11.57,2006-07-01
-39.5,144.375,11.75,2006-07-01
-39.5,145,11.76,2006-07-01
-39.5,145.625,12.13,2006-07-01
-39,143.125,11.97,2006-07-01
-39,143.75,11.45,2006-07-01
-39,144.375,12.14,2006-07-01
-39,145,12.28,2006-07-01
-39,145.625,12.38,2006-07-01
-38.5,143.125,9.4,2006-07-01
-38.5,143.75,9.45,2006-07-01
-38.5,144.375,11.6,2006-07-01
-38.5,145,11.93,2006-07-01
-38.5,145.625,11.13,2006-07-01
-38,143.125,7.49,2006-07-01
-38,143.75,7.98,2006-07-01
-38,144.375,9.91,2006-07-01
-38,145,10.45,2006-07-01
-38,145.625,9.45,2006-07-01
-40,143.125,12.57,2006-07-02
-40,143.75,12.13,2006-07-02
-40,144.375,11.88,2006-07-02
-40,145,11.61,2006-07-02
-40,145.625,11.59,2006-07-02
-39.5,143.125,12.71,2006-07-02
-39.5,143.75,12.24,2006-07-02
-39.5,144.375,12.04,2006-07-02
-39.5,145,11.74,2006-07-02
-39.5,145.625,11.84,2006-07-02
-39,143.125,12.64,2006-07-02
-39,143.75,11.79,2006-07-02
-39,144.375,12.04,2006-07-02
-39,145,11.84,2006-07-02
-39,145.625,11.95,2006-07-02
-38.5,143.125,9.83,2006-07-02
-38.5,143.75,9.34,2006-07-02
-38.5,144.375,10.95,2006-07-02
-38.5,145,11.26,2006-07-02
-38.5,145.625,10.51,2006-07-02
-38,143.125,7.59,2006-07-02
-38,143.75,7.47,2006-07-02
-38,144.375,9,2006-07-02
-38,145,9.65,2006-07-02
-38,145.625,8.73,2006-07-02
-40,143.125,12.98,2006-07-03
-40,143.75,12.39,2006-07-03
-40,144.375,12.41,2006-07-03
-40,145,12.44,2006-07-03
-40,145.625,12.54,2006-07-03
-39.5,143.125,13.02,2006-07-03
-39.5,143.75,12.51,2006-07-03
-39.5,144.375,12.63,2006-07-03
-39.5,145,12.5,2006-07-03
-39.5,145.625,12.53,2006-07-03
-39,143.125,12.43,2006-07-03
-39,143.75,11.71,2006-07-03
-39,144.375,12.46,2006-07-03
-39,145,12.25,2006-07-03
-39,145.625,11.88,2006-07-03
-38.5,143.125,8.94,2006-07-03
-38.5,143.75,9.09,2006-07-03
-38.5,144.375,10.94,2006-07-03
-38.5,145,10.69,2006-07-03
-38.5,145.625,9.71,2006-07-03
-38,143.125,7.7,2006-07-03
-38,143.75,7.47,2006-07-03
-38,144.375,8.49,2006-07-03
-38,145,8.66,2006-07-03
-38,145.625,7.69,2006-07-03
-40,143.125,13.61,2006-07-04
-40,143.75,13.09,2006-07-04
-40,144.375,12.77,2006-07-04
-40,145,12.73,2006-07-04
-40,145.625,12.88,2006-07-04
-39.5,143.125,13.46,2006-07-04
-39.5,143.75,12.85,2006-07-04
-39.5,144.375,12.83,2006-07-04
-39.5,145,12.79,2006-07-04
-39.5,145.625,12.85,2006-07-04
-39,143.125,12.76,2006-07-04
-39,143.75,11.63,2006-07-04
-39,144.375,12.63,2006-07-04
-39,145,12.75,2006-07-04
-39,145.625,12.31,2006-07-04
-38.5,143.125,8.88,2006-07-04
-38.5,143.75,8.76,2006-07-04
-38.5,144.375,10.87,2006-07-04
-38.5,145,11.42,2006-07-04
-38.5,145.625,10.32,2006-07-04
-38,143.125,7.37,2006-07-04
-38,143.75,7.94,2006-07-04
-38,144.375,9.11,2006-07-04
-38,145,9.2,2006-07-04
-38,145.625,9.07,2006-07-04
-40,143.125,13.22,2006-07-05
-40,143.75,12.89,2006-07-05
-40,144.375,12.8,2006-07-05
-40,145,12.78,2006-07-05
-40,145.625,12.82,2006-07-05
-39.5,143.125,13.37,2006-07-05
-39.5,143.75,13.1,2006-07-05
-39.5,144.375,13.1,2006-07-05
-39.5,145,12.99,2006-07-05
-39.5,145.625,13,2006-07-05
-39,143.125,13.39,2006-07-05
-39,143.75,12.8,2006-07-05
-39,144.375,13.32,2006-07-05
-39,145,13.37,2006-07-05
-39,145.625,13.19,2006-07-05
-38.5,143.125,11.37,2006-07-05
-38.5,143.75,11.05,2006-07-05
-38.5,144.375,12.62,2006-07-05
-38.5,145,12.93,2006-07-05
-38.5,145.625,12.06,2006-07-05
-38,143.125,9.89,2006-07-05
-38,143.75,10.16,2006-07-05
-38,144.375,11.24,2006-07-05
-38,145,11.32,2006-07-05
-38,145.625,10.55,2006-07-05
-40,143.125,12.53,2006-07-06
-40,143.75,12.24,2006-07-06
-40,144.375,12.21,2006-07-06
-40,145,12.27,2006-07-06
-40,145.625,12.28,2006-07-06
-39.5,143.125,12.7,2006-07-06
-39.5,143.75,12.51,2006-07-06
-39.5,144.375,12.55,2006-07-06
-39.5,145,12.52,2006-07-06
-39.5,145.625,12.53,2006-07-06
-39,143.125,12.74,2006-07-06
-39,143.75,12.13,2006-07-06
-39,144.375,12.69,2006-07-06
-39,145,12.77,2006-07-06
-39,145.625,12.59,2006-07-06
-38.5,143.125,10.66,2006-07-06
-38.5,143.75,9.99,2006-07-06
-38.5,144.375,11.6,2006-07-06
-38.5,145,12.06,2006-07-06
-38.5,145.625,11.02,2006-07-06
-38,143.125,8.41,2006-07-06
-38,143.75,8.16,2006-07-06
-38,144.375,9.28,2006-07-06
-38,145,9.65,2006-07-06
-38,145.625,8.73,2006-07-06
-40,143.125,12.92,2006-07-07
-40,143.75,12.65,2006-07-07
-40,144.375,12.63,2006-07-07
-40,145,12.71,2006-07-07
-40,145.625,12.73,2006-07-07
-39.5,143.125,13.06,2006-07-07
-39.5,143.75,12.87,2006-07-07
-39.5,144.375,12.9,2006-07-07
-39.5,145,12.86,2006-07-07
-39.5,145.625,12.89,2006-07-07
-39,143.125,13.13,2006-07-07
-39,143.75,12.43,2006-07-07
-39,144.375,12.96,2006-07-07
-39,145,13.06,2006-07-07
-39,145.625,12.96,2006-07-07
-38.5,143.125,10.72,2006-07-07
-38.5,143.75,10.31,2006-07-07
-38.5,144.375,11.89,2006-07-07
-38.5,145,12.27,2006-07-07
-38.5,145.625,11.06,2006-07-07
-38,143.125,8.7,2006-07-07
-38,143.75,8.79,2006-07-07
-38,144.375,9.72,2006-07-07
-38,145,9.87,2006-07-07
-38,145.625,8.56,2006-07-07
-40,143.125,13.13,2006-07-08
-40,143.75,12.82,2006-07-08
-40,144.375,12.83,2006-07-08
-40,145,12.95,2006-07-08
-40,145.625,12.99,2006-07-08
-39.5,143.125,13.2,2006-07-08
-39.5,143.75,12.94,2006-07-08
-39.5,144.375,13.01,2006-07-08
-39.5,145,13,2006-07-08
-39.5,145.625,12.97,2006-07-08
-39,143.125,12.92,2006-07-08
-39,143.75,11.94,2006-07-08
-39,144.375,12.51,2006-07-08
-39,145,12.67,2006-07-08
-39,145.625,12.48,2006-07-08
-38.5,143.125,9.44,2006-07-08
-38.5,143.75,9.34,2006-07-08
-38.5,144.375,11.23,2006-07-08
-38.5,145,11.73,2006-07-08
-38.5,145.625,10.81,2006-07-08
-38,143.125,8.09,2006-07-08
-38,143.75,8.39,2006-07-08
-38,144.375,9.51,2006-07-08
-38,145,9.69,2006-07-08
-38,145.625,8.7,2006-07-08
-40,143.125,13.17,2006-07-09
-40,143.75,12.75,2006-07-09
-40,144.375,12.56,2006-07-09
-40,145,12.57,2006-07-09
-40,145.625,12.53,2006-07-09
-39.5,143.125,12.99,2006-07-09
-39.5,143.75,12.57,2006-07-09
-39.5,144.375,12.49,2006-07-09
-39.5,145,12.4,2006-07-09
-39.5,145.625,12.32,2006-07-09
-39,143.125,12.46,2006-07-09
-39,143.75,11.65,2006-07-09
-39,144.375,12.12,2006-07-09
-39,145,12.2,2006-07-09
-39,145.625,11.92,2006-07-09
-38.5,143.125,9.82,2006-07-09
-38.5,143.75,9.31,2006-07-09
-38.5,144.375,10.74,2006-07-09
-38.5,145,11.32,2006-07-09
-38.5,145.625,10.42,2006-07-09
-38,143.125,7.84,2006-07-09
-38,143.75,7.51,2006-07-09
-38,144.375,8.54,2006-07-09
-38,145,9.73,2006-07-09
-38,145.625,8.84,2006-07-09
-40,143.125,12.89,2006-07-10
-40,143.75,12.85,2006-07-10
-40,144.375,12.93,2006-07-10
-40,145,12.98,2006-07-10
-40,145.625,12.99,2006-07-10
-39.5,143.125,13.08,2006-07-10
-39.5,143.75,13.06,2006-07-10
-39.5,144.375,13.12,2006-07-10
-39.5,145,13.01,2006-07-10
-39.5,145.625,13.09,2006-07-10
-39,143.125,13.09,2006-07-10
-39,143.75,12.73,2006-07-10
-39,144.375,13.14,2006-07-10
-39,145,13.11,2006-07-10
-39,145.625,13.22,2006-07-10
-38.5,143.125,11.49,2006-07-10
-38.5,143.75,11.16,2006-07-10
-38.5,144.375,12.31,2006-07-10
-38.5,145,12.52,2006-07-10
-38.5,145.625,12.37,2006-07-10
-38,143.125,9.98,2006-07-10
-38,143.75,10.12,2006-07-10
-38,144.375,10.74,2006-07-10
-38,145,11.35,2006-07-10
-38,145.625,11.07,2006-07-10
-40,143.125,10.61,2006-07-11
-40,143.75,10.23,2006-07-11
-40,144.375,10.41,2006-07-11
-40,145,10.67,2006-07-11
-40,145.625,10.74,2006-07-11
-39.5,143.125,10.87,2006-07-11
-39.5,143.75,10.57,2006-07-11
-39.5,144.375,10.87,2006-07-11
-39.5,145,11.02,2006-07-11
-39.5,145.625,11.08,2006-07-11
-39,143.125,10.94,2006-07-11
-39,143.75,10.19,2006-07-11
-39,144.375,11.13,2006-07-11
-39,145,11.32,2006-07-11
-39,145.625,11.18,2006-07-11
-38.5,143.125,7.69,2006-07-11
-38.5,143.75,7.43,2006-07-11
-38.5,144.375,9.88,2006-07-11
-38.5,145,10.43,2006-07-11
-38.5,145.625,9.06,2006-07-11
-38,143.125,5.38,2006-07-11
-38,143.75,5.79,2006-07-11
-38,144.375,7.51,2006-07-11
-38,145,8.24,2006-07-11
-38,145.625,6.76,2006-07-11
-40,143.125,11.52,2006-07-12
-40,143.75,11.09,2006-07-12
-40,144.375,11.13,2006-07-12
-40,145,11.27,2006-07-12
-40,145.625,11.06,2006-07-12
-39.5,143.125,11.76,2006-07-12
-39.5,143.75,11.36,2006-07-12
-39.5,144.375,11.47,2006-07-12
-39.5,145,11.51,2006-07-12
-39.5,145.625,11.37,2006-07-12
-39,143.125,11.78,2006-07-12
-39,143.75,11.01,2006-07-12
-39,144.375,11.66,2006-07-12
-39,145,11.68,2006-07-12
-39,145.625,11.47,2006-07-12
-38.5,143.125,8.9,2006-07-12
-38.5,143.75,8.41,2006-07-12
-38.5,144.375,10.54,2006-07-12
-38.5,145,11.05,2006-07-12
-38.5,145.625,9.73,2006-07-12
-38,143.125,6.46,2006-07-12
-38,143.75,6.37,2006-07-12
-38,144.375,8.17,2006-07-12
-38,145,8.79,2006-07-12
-38,145.625,7.03,2006-07-12
-40,143.125,11.29,2006-07-13
-40,143.75,11.08,2006-07-13
-40,144.375,11.32,2006-07-13
-40,145,11.47,2006-07-13
-40,145.625,11.39,2006-07-13
-39.5,143.125,11.65,2006-07-13
-39.5,143.75,11.38,2006-07-13
-39.5,144.375,11.59,2006-07-13
-39.5,145,11.59,2006-07-13
-39.5,145.625,11.37,2006-07-13
-39,143.125,11.52,2006-07-13
-39,143.75,10.99,2006-07-13
-39,144.375,11.65,2006-07-13
-39,145,11.49,2006-07-13
-39,145.625,10.79,2006-07-13
-38.5,143.125,9.04,2006-07-13
-38.5,143.75,8.87,2006-07-13
-38.5,144.375,10.41,2006-07-13
-38.5,145,10.24,2006-07-13
-38.5,145.625,8.36,2006-07-13
-38,143.125,7.36,2006-07-13
-38,143.75,7.06,2006-07-13
-38,144.375,8.04,2006-07-13
-38,145,7.65,2006-07-13
-38,145.625,6.05,2006-07-13
-40,143.125,12.33,2006-07-14
-40,143.75,11.98,2006-07-14
-40,144.375,12.1,2006-07-14
-40,145,12.35,2006-07-14
-40,145.625,12.34,2006-07-14
-39.5,143.125,12.35,2006-07-14
-39.5,143.75,12.06,2006-07-14
-39.5,144.375,12.2,2006-07-14
-39.5,145,12.23,2006-07-14
-39.5,145.625,12.3,2006-07-14
-39,143.125,11.89,2006-07-14
-39,143.75,11.44,2006-07-14
-39,144.375,12.15,2006-07-14
-39,145,12,2006-07-14
-39,145.625,11.54,2006-07-14
-38.5,143.125,8.36,2006-07-14
-38.5,143.75,9.25,2006-07-14
-38.5,144.375,11.08,2006-07-14
-38.5,145,10.81,2006-07-14
-38.5,145.625,9.28,2006-07-14
-38,143.125,6.81,2006-07-14
-38,143.75,7.5,2006-07-14
-38,144.375,8.95,2006-07-14
-38,145,9.38,2006-07-14
-38,145.625,8.25,2006-07-14
-40,143.125,13.35,2006-07-15
-40,143.75,13.01,2006-07-15
-40,144.375,12.73,2006-07-15
-40,145,12.6,2006-07-15
-40,145.625,12.45,2006-07-15
-39.5,143.125,13.47,2006-07-15
-39.5,143.75,13.03,2006-07-15
-39.5,144.375,12.89,2006-07-15
-39.5,145,12.62,2006-07-15
-39.5,145.625,12.54,2006-07-15
-39,143.125,13.32,2006-07-15
-39,143.75,12.59,2006-07-15
-39,144.375,12.91,2006-07-15
-39,145,12.68,2006-07-15
-39,145.625,12.46,2006-07-15
-38.5,143.125,10.93,2006-07-15
-38.5,143.75,10.98,2006-07-15
-38.5,144.375,12.3,2006-07-15
-38.5,145,11.92,2006-07-15
-38.5,145.625,10.42,2006-07-15
-38,143.125,9.61,2006-07-15
-38,143.75,9.98,2006-07-15
-38,144.375,10.33,2006-07-15
-38,145,9.58,2006-07-15
-38,145.625,7.56,2006-07-15
-40,143.125,13.15,2006-07-16
-40,143.75,13.14,2006-07-16
-40,144.375,12.89,2006-07-16
-40,145,12.62,2006-07-16
-40,145.625,12.65,2006-07-16
-39.5,143.125,13.66,2006-07-16
-39.5,143.75,13.2,2006-07-16
-39.5,144.375,13.02,2006-07-16
-39.5,145,12.73,2006-07-16
-39.5,145.625,12.82,2006-07-16
-39,143.125,13.58,2006-07-16
-39,143.75,12.96,2006-07-16
-39,144.375,13.12,2006-07-16
-39,145,12.97,2006-07-16
-39,145.625,13.02,2006-07-16
-38.5,143.125,12.12,2006-07-16
-38.5,143.75,12.01,2006-07-16
-38.5,144.375,12.88,2006-07-16
-38.5,145,12.81,2006-07-16
-38.5,145.625,12.27,2006-07-16
-38,143.125,11.46,2006-07-16
-38,143.75,11.66,2006-07-16
-38,144.375,11.89,2006-07-16
-38,145,11.34,2006-07-16
-38,145.625,10.29,2006-07-16
-40,143.125,11.56,2006-07-17
-40,143.75,11.25,2006-07-17
-40,144.375,11.28,2006-07-17
-40,145,11.16,2006-07-17
-40,145.625,11.57,2006-07-17
-39.5,143.125,11.91,2006-07-17
-39.5,143.75,11.59,2006-07-17
-39.5,144.375,11.68,2006-07-17
-39.5,145,11.5,2006-07-17
-39.5,145.625,11.94,2006-07-17
-39,143.125,11.99,2006-07-17
-39,143.75,11.36,2006-07-17
-39,144.375,11.95,2006-07-17
-39,145,11.83,2006-07-17
-39,145.625,12.13,2006-07-17
-38.5,143.125,9.71,2006-07-17
-38.5,143.75,9.83,2006-07-17
-38.5,144.375,11.52,2006-07-17
-38.5,145,11.72,2006-07-17
-38.5,145.625,11.1,2006-07-17
-38,143.125,8.48,2006-07-17
-38,143.75,8.84,2006-07-17
-38,144.375,10.38,2006-07-17
-38,145,10.7,2006-07-17
-38,145.625,9.45,2006-07-17
-40,143.125,10.98,2006-07-18
-40,143.75,10.52,2006-07-18
-40,144.375,10.42,2006-07-18
-40,145,10.51,2006-07-18
-40,145.625,10.42,2006-07-18
-39.5,143.125,11.44,2006-07-18
-39.5,143.75,10.83,2006-07-18
-39.5,144.375,10.83,2006-07-18
-39.5,145,10.77,2006-07-18
-39.5,145.625,10.6,2006-07-18
-39,143.125,11.43,2006-07-18
-39,143.75,10.68,2006-07-18
-39,144.375,11.1,2006-07-18
-39,145,10.87,2006-07-18
-39,145.625,10.45,2006-07-18
-38.5,143.125,8.7,2006-07-18
-38.5,143.75,9.01,2006-07-18
-38.5,144.375,10.11,2006-07-18
-38.5,145,9.99,2006-07-18
-38.5,145.625,8.67,2006-07-18
-38,143.125,7.6,2006-07-18
-38,143.75,6.93,2006-07-18
-38,144.375,7.86,2006-07-18
-38,145,7.92,2006-07-18
-38,145.625,6.85,2006-07-18
-40,143.125,10.36,2006-07-19
-40,143.75,9.59,2006-07-19
-40,144.375,9.38,2006-07-19
-40,145,9.55,2006-07-19
-40,145.625,9.69,2006-07-19
-39.5,143.125,10.53,2006-07-19
-39.5,143.75,9.77,2006-07-19
-39.5,144.375,9.82,2006-07-19
-39.5,145,9.92,2006-07-19
-39.5,145.625,9.94,2006-07-19
-39,143.125,10.56,2006-07-19
-39,143.75,9.8,2006-07-19
-39,144.375,10.41,2006-07-19
-39,145,10.32,2006-07-19
-39,145.625,9.94,2006-07-19
-38.5,143.125,7.75,2006-07-19
-38.5,143.75,7.84,2006-07-19
-38.5,144.375,9.42,2006-07-19
-38.5,145,9.41,2006-07-19
-38.5,145.625,7.71,2006-07-19
-38,143.125,5.81,2006-07-19
-38,143.75,5.9,2006-07-19
-38,144.375,6.83,2006-07-19
-38,145,6.75,2006-07-19
-38,145.625,5.83,2006-07-19
-40,143.125,11.82,2006-07-20
-40,143.75,11.23,2006-07-20
-40,144.375,11.2,2006-07-20
-40,145,11.35,2006-07-20
-40,145.625,11.4,2006-07-20
-39.5,143.125,11.91,2006-07-20
-39.5,143.75,11.37,2006-07-20
