LAT,LON,WS2M,DATE
-39.5,145.625,9.84,2006-07-06
-39,143.125,8.34,2006-07-06
-39,143.75,7.16,2006-07-06
-39,144.375,8.52,2006-07-06
-39,145,8.69,2006-07-06
-39,145.625,7.57,2006-07-06
-38.5,143.125,1.5,2006-07-06
-38.5,143.75,2.96,2006-07-06
-38.5,144.375,6.12,2006-07-06
-38.5,145,5.57,2006-07-06
-38.5,145.625,2.34,2006-07-06
-38,143.125,1.33,2006-07-06
-38,143.75,2.87,2006-07-06
-38,144.375,4.3,2006-07-06
-38,145,3.65,2006-07-06
-38,145.625,0.14,2006-07-06
-40,143.125,9.55,2006-07-07
-40,143.75,9.43,2006-07-07
-40,144.375,9.61,2006-07-07
-40,145,9.93,2006-07-07
-40,145.625,10.35,2006-07-07
-39.5,143.125,9.45,2006-07-07
-39.5,143.75,9.4,2006-07-07
-39.5,144.375,9.53,2006-07-07
-39.5,145,9.77,2006-07-07
-39.5,145.625,9.91,2006-07-07
-39,143.125,8.27,2006-07-07
-39,143.75,6.93,2006-07-07
-39,144.375,8.14,2006-07-07
-39,145,8.48,2006-07-07
-39,145.625,7.57,2006-07-07
-38.5,143.125,1.39,2006-07-07
-38.5,143.75,2.83,2006-07-07
-38.5,144.375,6.04,2006-07-07
-38.5,145,5.48,2006-07-07
-38.5,145.625,2.31,2006-07-07
-38,143.125,1.33,2006-07-07
-38,143.75,3.2,2006-07-07
-38,144.375,4.57,2006-07-07
-38,145,3.72,2006-07-07
-38,145.625,0.14,2006-07-07
-40,143.125,9.48,2006-07-08
-40,143.75,9.02,2006-07-08
-40,144.375,8.89,2006-07-08
-40,145,8.94,2006-07-08
-40,145.625,9.25,2006-07-08
-39.5,143.125,9.34,2006-07-08
-39.5,143.75,8.79,2006-07-08
-39.5,144.375,8.53,2006-07-08
-39.5,145,8.68,2006-07-08
-39.5,145.625,8.69,2006-07-08
-39,143.125,8.09,2006-07-08
-39,143.75,6.12,2006-07-08
-39,144.375,7.14,2006-07-08
-39,145,7.42,2006-07-08
-39,145.625,6.48,2006-07-08
-38.5,143.125,1.23,2006-07-08
-38.5,143.75,2.69,2006-07-08
-38.5,144.375,5.99,2006-07-08
-38.5,145,5.21,2006-07-08
-38.5,145.625,2.05,2006-07-08
-38,143.125,1.4,2006-07-08
-38,143.75,3.28,2006-07-08
-38,144.375,4.23,2006-07-08
-38,145,3.57,2006-07-08
-38,145.625,0.14,2006-07-08
-40,143.125,11.89,2006-07-09
-40,143.75,11.21,2006-07-09
-40,144.375,10.53,2006-07-09
-40,145,10.92,2006-07-09
-40,145.625,11.43,2006-07-09
-39.5,143.125,11.64,2006-07-09
-39.5,143.75,9.96,2006-07-09
-39.5,144.375,10.01,2006-07-09
-39.5,145,11.35,2006-07-09
-39.5,145.625,11.23,2006-07-09
-39,143.125,9.82,2006-07-09
-39,143.75,7.06,2006-07-09
-39,144.375,9.84,2006-07-09
-39,145,10.78,2006-07-09
-39,145.625,8.53,2006-07-09
-38.5,143.125,1.76,2006-07-09
-38.5,143.75,4.15,2006-07-09
-38.5,144.375,8.83,2006-07-09
-38.5,145,7.86,2006-07-09
-38.5,145.625,2.82,2006-07-09
-38,143.125,2.4,2006-07-09
-38,143.75,5,2006-07-09
-38,144.375,6.39,2006-07-09
-38,145,6.49,2006-07-09
-38,145.625,0.2,2006-07-09
-40,143.125,11.95,2006-07-10
-40,143.75,11.74,2006-07-10
-40,144.375,11.34,2006-07-10
-40,145,11.77,2006-07-10
-40,145.625,12.48,2006-07-10
-39.5,143.125,12.03,2006-07-10
-39.5,143.75,11.25,2006-07-10
-39.5,144.375,11.14,2006-07-10
-39.5,145,12.25,2006-07-10
-39.5,145.625,12.25,2006-07-10
-39,143.125,10.73,2006-07-10
-39,143.75,8.18,2006-07-10
-39,144.375,10.27,2006-07-10
-39,145,11.24,2006-07-10
-39,145.625,9.25,2006-07-10
-38.5,143.125,1.91,2006-07-10
-38.5,143.75,4.18,2006-07-10
-38.5,144.375,8.87,2006-07-10
-38.5,145,8.23,2006-07-10
-38.5,145.625,2.98,2006-07-10
-38,143.125,2.34,2006-07-10
-38,143.75,5.58,2006-07-10
-38,144.375,7.33,2006-07-10
-38,145,7.3,2006-07-10
-38,145.625,0.21,2006-07-10
-40,143.125,8.21,2006-07-11
-40,143.75,8.14,2006-07-11
-40,144.375,8.6,2006-07-11
-40,145,9.01,2006-07-11
-40,145.625,9.1,2006-07-11
-39.5,143.125,7.86,2006-07-11
-39.5,143.75,7.76,2006-07-11
-39.5,144.375,8.28,2006-07-11
-39.5,145,8.64,2006-07-11
-39.5,145.625,8.85,2006-07-11
-39,143.125,6.96,2006-07-11
-39,143.75,6.04,2006-07-11
-39,144.375,7.69,2006-07-11
-39,145,7.9,2006-07-11
-39,145.625,6.88,2006-07-11
-38.5,143.125,1.2,2006-07-11
-38.5,143.75,2.69,2006-07-11
-38.5,144.375,5.98,2006-07-11
-38.5,145,5.34,2006-07-11
-38.5,145.625,2.2,2006-07-11
-38,143.125,1.14,2006-07-11
-38,143.75,2.39,2006-07-11
-38,144.375,3.98,2006-07-11
-38,145,3.51,2006-07-11
-38,145.625,0.13,2006-07-11
-40,143.125,7.94,2006-07-12
-40,143.75,8.12,2006-07-12
-40,144.375,8.74,2006-07-12
-40,145,9.17,2006-07-12
-40,145.625,9.38,2006-07-12
-39.5,143.125,7.64,2006-07-12
-39.5,143.75,7.8,2006-07-12
-39.5,144.375,8.47,2006-07-12
-39.5,145,8.83,2006-07-12
-39.5,145.625,8.97,2006-07-12
-39,143.125,6.69,2006-07-12
-39,143.75,6.04,2006-07-12
-39,144.375,7.84,2006-07-12
-39,145,8.09,2006-07-12
-39,145.625,6.9,2006-07-12
-38.5,143.125,1.12,2006-07-12
-38.5,143.75,2.72,2006-07-12
-38.5,144.375,6.08,2006-07-12
-38.5,145,5.41,2006-07-12
-38.5,145.625,2.16,2006-07-12
-38,143.125,1.13,2006-07-12
-38,143.75,2.19,2006-07-12
-38,144.375,3.91,2006-07-12
-38,145,3.51,2006-07-12
-38,145.625,0.13,2006-07-12
-40,143.125,3.92,2006-07-13
-40,143.75,3.89,2006-07-13
-40,144.375,4.1,2006-07-13
-40,145,4.25,2006-07-13
-40,145.625,4.03,2006-07-13
-39.5,143.125,4.24,2006-07-13
-39.5,143.75,4,2006-07-13
-39.5,144.375,4.2,2006-07-13
-39.5,145,4.28,2006-07-13
-39.5,145.625,4.18,2006-07-13
-39,143.125,4.04,2006-07-13
-39,143.75,3.32,2006-07-13
-39,144.375,4.2,2006-07-13
-39,145,4.05,2006-07-13
-39,145.625,3.37,2006-07-13
-38.5,143.125,0.78,2006-07-13
-38.5,143.75,1.76,2006-07-13
-38.5,144.375,3.75,2006-07-13
-38.5,145,3.19,2006-07-13
-38.5,145.625,1.23,2006-07-13
-38,143.125,1,2006-07-13
-38,143.75,1.87,2006-07-13
-38,144.375,2.49,2006-07-13
-38,145,2.31,2006-07-13
-38,145.625,0.11,2006-07-13
-40,143.125,5,2006-07-14
-40,143.75,4.96,2006-07-14
-40,144.375,4.96,2006-07-14
-40,145,4.79,2006-07-14
-40,145.625,4.62,2006-07-14
-39.5,143.125,5.2,2006-07-14
-39.5,143.75,5.08,2006-07-14
-39.5,144.375,5.16,2006-07-14
-39.5,145,4.72,2006-07-14
-39.5,145.625,4.32,2006-07-14
-39,143.125,4.72,2006-07-14
-39,143.75,4.22,2006-07-14
-39,144.375,5.18,2006-07-14
-39,145,4.19,2006-07-14
-39,145.625,3.19,2006-07-14
-38.5,143.125,0.9,2006-07-14
-38.5,143.75,2.11,2006-07-14
-38.5,144.375,4.39,2006-07-14
-38.5,145,3.18,2006-07-14
-38.5,145.625,1.12,2006-07-14
-38,143.125,1.09,2006-07-14
-38,143.75,2.07,2006-07-14
-38,144.375,2.73,2006-07-14
-38,145,2.24,2006-07-14
-38,145.625,0.14,2006-07-14
-40,143.125,9.66,2006-07-15
-40,143.75,8.94,2006-07-15
-40,144.375,8.6,2006-07-15
-40,145,8.55,2006-07-15
-40,145.625,8.4,2006-07-15
-39.5,143.125,9.85,2006-07-15
-39.5,143.75,8.91,2006-07-15
-39.5,144.375,8.35,2006-07-15
-39.5,145,7.94,2006-07-15
-39.5,145.625,7.31,2006-07-15
-39,143.125,8.72,2006-07-15
-39,143.75,6.31,2006-07-15
-39,144.375,7.2,2006-07-15
-39,145,6.58,2006-07-15
-39,145.625,4.87,2006-07-15
-38.5,143.125,1.33,2006-07-15
-38.5,143.75,2.85,2006-07-15
-38.5,144.375,5.56,2006-07-15
-38.5,145,3.71,2006-07-15
-38.5,145.625,1.37,2006-07-15
-38,143.125,1.56,2006-07-15
-38,143.75,3.25,2006-07-15
-38,144.375,3.27,2006-07-15
-38,145,2.23,2006-07-15
-38,145.625,0.14,2006-07-15
-40,143.125,8.56,2006-07-16
-40,143.75,7.93,2006-07-16
-40,144.375,7.99,2006-07-16
-40,145,8.2,2006-07-16
-40,145.625,8.43,2006-07-16
-39.5,143.125,9.34,2006-07-16
-39.5,143.75,8.99,2006-07-16
-39.5,144.375,8.85,2006-07-16
-39.5,145,8.7,2006-07-16
-39.5,145.625,8.31,2006-07-16
-39,143.125,9.23,2006-07-16
-39,143.75,6.83,2006-07-16
-39,144.375,8.04,2006-07-16
-39,145,7.67,2006-07-16
-39,145.625,5.55,2006-07-16
-38.5,143.125,1.49,2006-07-16
-38.5,143.75,3.14,2006-07-16
-38.5,144.375,6.15,2006-07-16
-38.5,145,3.71,2006-07-16
-38.5,145.625,1.25,2006-07-16
-38,143.125,1.56,2006-07-16
-38,143.75,3.58,2006-07-16
-38,144.375,3.49,2006-07-16
-38,145,1.99,2006-07-16
-38,145.625,0.14,2006-07-16
-40,143.125,8.34,2006-07-17
-40,143.75,8.26,2006-07-17
-40,144.375,8.39,2006-07-17
-40,145,7.64,2006-07-17
-40,145.625,6.49,2006-07-17
-39.5,143.125,8.35,2006-07-17
-39.5,143.75,8.21,2006-07-17
-39.5,144.375,8.35,2006-07-17
-39.5,145,7.61,2006-07-17
-39.5,145.625,6.65,2006-07-17
-39,143.125,7.76,2006-07-17
-39,143.75,6.38,2006-07-17
-39,144.375,7.87,2006-07-17
-39,145,7.32,2006-07-17
-39,145.625,5.21,2006-07-17
-38.5,143.125,1.29,2006-07-17
-38.5,143.75,3.17,2006-07-17
-38.5,144.375,6.89,2006-07-17
-38.5,145,5.19,2006-07-17
-38.5,145.625,1.65,2006-07-17
-38,143.125,1.51,2006-07-17
-38,143.75,3.41,2006-07-17
-38,144.375,5.09,2006-07-17
-38,145,4.13,2006-07-17
-38,145.625,0.11,2006-07-17
-40,143.125,5.04,2006-07-18
-40,143.75,4.23,2006-07-18
-40,144.375,4.19,2006-07-18
-40,145,4.9,2006-07-18
-40,145.625,5.35,2006-07-18
-39.5,143.125,5.55,2006-07-18
-39.5,143.75,5.02,2006-07-18
-39.5,144.375,5.19,2006-07-18
-39.5,145,5.65,2006-07-18
-39.5,145.625,5.91,2006-07-18
-39,143.125,5.38,2006-07-18
-39,143.75,4.28,2006-07-18
-39,144.375,5.62,2006-07-18
-39,145,5.92,2006-07-18
-39,145.625,5,2006-07-18
-38.5,143.125,1.01,2006-07-18
-38.5,143.75,2.38,2006-07-18
-38.5,144.375,5.04,2006-07-18
-38.5,145,4.32,2006-07-18
-38.5,145.625,1.68,2006-07-18
-38,143.125,1.27,2006-07-18
-38,143.75,2.54,2006-07-18
-38,144.375,3.29,2006-07-18
-38,145,2.99,2006-07-18
-38,145.625,0.12,2006-07-18
-40,143.125,4.9,2006-07-19
-40,143.75,4.08,2006-07-19
-40,144.375,3.68,2006-07-19
-40,145,3.65,2006-07-19
-40,145.625,3.64,2006-07-19
-39.5,143.125,4.74,2006-07-19
-39.5,143.75,4.02,2006-07-19
-39.5,144.375,4.04,2006-07-19
-39.5,145,4.18,2006-07-19
-39.5,145.625,4.12,2006-07-19
-39,143.125,4.48,2006-07-19
-39,143.75,3.52,2006-07-19
-39,144.375,4.52,2006-07-19
-39,145,4.56,2006-07-19
-39,145.625,3.76,2006-07-19
-38.5,143.125,0.89,2006-07-19
-38.5,143.75,2.04,2006-07-19
-38.5,144.375,4.18,2006-07-19
-38.5,145,3.77,2006-07-19
-38.5,145.625,1.43,2006-07-19
-38,143.125,1.11,2006-07-19
-38,143.75,2.07,2006-07-19
-38,144.375,2.79,2006-07-19
-38,145,2.7,2006-07-19
-38,145.625,0.11,2006-07-19
-40,143.125,6.47,2006-07-20
-40,143.75,6.24,2006-07-20
-40,144.375,6.18,2006-07-20
-40,145,6.06,2006-07-20
-40,145.625,5.66,2006-07-20
-39.5,143.125,6.13,2006-07-20
-39.5,143.75,6,2006-07-20
-39.5,144.375,6.16,2006-07-20
-39.5,145,6.1,2006-07-20
-39.5,145.625,5.71,2006-07-20
-39,143.125,4.82,2006-07-20
-39,143.75,4.55,2006-07-20
-39,144.375,5.51,2006-07-20
-39,145,5.1,2006-07-20
-39,145.625,4.12,2006-07-20
-38.5,143.125,0.89,2006-07-20
-38.5,143.75,2.04,2006-07-20
-38.5,144.375,3.94,2006-07-20
-38.5,145,3.3,2006-07-20
-38.5,145.625,1.3,2006-07-20
-38,143.125,0.96,2006-07-20
-38,143.75,1.62,2006-07-20
-38,144.375,2.07,2006-07-20
-38,145,1.97,2006-07-20
-38,145.625,0.09,2006-07-20
-40,143.125,5.26,2006-07-21
-40,143.75,4.88,2006-07-21
-40,144.375,4.78,2006-07-21
-40,145,4.78,2006-07-21
-40,145.625,4.9,2006-07-21
-39.5,143.125,4.77,2006-07-21
-39.5,143.75,4.45,2006-07-21
-39.5,144.375,4.47,2006-07-21
-39.5,145,4.45,2006-07-21
-39.5,145.625,4.58,2006-07-21
-39,143.125,3.76,2006-07-21
-39,143.75,3.46,2006-07-21
-39,144.375,4.12,2006-07-21
-39,145,3.73,2006-07-21
-39,145.625,3.22,2006-07-21
-38.5,143.125,0.96,2006-07-21
-38.5,143.75,1.8,2006-07-21
-38.5,144.375,3.31,2006-07-21
-38.5,145,2.72,2006-07-21
-38.5,145.625,1.09,2006-07-21
-38,143.125,1.17,2006-07-21
-38,143.75,1.84,2006-07-21
-38,144.375,2.22,2006-07-21
-38,145,1.9,2006-07-21
-38,145.625,0.13,2006-07-21
-40,143.125,3.71,2006-07-22
-40,143.75,4.4,2006-07-22
-40,144.375,4.85,2006-07-22
-40,145,4.29,2006-07-22
-40,145.625,3.57,2006-07-22
-39.5,143.125,3.9,2006-07-22
-39.5,143.75,4.2,2006-07-22
-39.5,144.375,4.92,2006-07-22
-39.5,145,4.6,2006-07-22
-39.5,145.625,3.78,2006-07-22
-39,143.125,3.6,2006-07-22
-39,143.75,3.34,2006-07-22
-39,144.375,4.72,2006-07-22
-39,145,4.19,2006-07-22
-39,145.625,2.82,2006-07-22
-38.5,143.125,0.84,2006-07-22
-38.5,143.75,1.99,2006-07-22
-38.5,144.375,4.3,2006-07-22
-38.5,145,3.33,2006-07-22
-38.5,145.625,1.04,2006-07-22
-38,143.125,1.16,2006-07-22
-38,143.75,2.37,2006-07-22
-38,144.375,3.31,2006-07-22
-38,145,2.74,2006-07-22
-38,145.625,0.11,2006-07-22
-40,143.125,3.56,2006-07-23
-40,143.75,2.86,2006-07-23
-40,144.375,2.44,2006-07-23
-40,145,2.59,2006-07-23
-40,145.625,2.4,2006-07-23
-39.5,143.125,3.71,2006-07-23
-39.5,143.75,2.76,2006-07-23
-39.5,144.375,2.18,2006-07-23
-39.5,145,2.12,2006-07-23
-39.5,145.625,1.77,2006-07-23
-39,143.125,3.15,2006-07-23
-39,143.75,1.96,2006-07-23
-39,144.375,2.16,2006-07-23
-39,145,2.07,2006-07-23
-39,145.625,1.34,2006-07-23
-38.5,143.125,0.8,2006-07-23
-38.5,143.75,1.12,2006-07-23
-38.5,144.375,1.95,2006-07-23
-38.5,145,1.34,2006-07-23
-38.5,145.625,0.77,2006-07-23
-38,143.125,0.61,2006-07-23
-38,143.75,1.16,2006-07-23
-38,144.375,1.59,2006-07-23
-38,145,1.18,2006-07-23
-38,145.625,0.19,2006-07-23
-40,143.125,6.2,2006-07-24
-40,143.75,5.82,2006-07-24
-40,144.375,5.84,2006-07-24
-40,145,6.01,2006-07-24
-40,145.625,6.03,2006-07-24
-39.5,143.125,5.69,2006-07-24
-39.5,143.75,5.08,2006-07-24
-39.5,144.375,5.01,2006-07-24
-39.5,145,4.97,2006-07-24
-39.5,145.625,4.84,2006-07-24
-39,143.125,4.4,2006-07-24
-39,143.75,3.55,2006-07-24
-39,144.375,4.22,2006-07-24
-39,145,4.31,2006-07-24
-39,145.625,3.58,2006-07-24
-38.5,143.125,0.9,2006-07-24
-38.5,143.75,1.57,2006-07-24
-38.5,144.375,3.15,2006-07-24
-38.5,145,2.7,2006-07-24
-38.5,145.625,1.08,2006-07-24
-38,143.125,0.76,2006-07-24
-38,143.75,1.33,2006-07-24
-38,144.375,1.79,2006-07-24
-38,145,1.74,2006-07-24
-38,145.625,0.07,2006-07-24
-40,143.125,6.42,2006-07-25
-40,143.75,6.56,2006-07-25
-40,144.375,6.69,2006-07-25
-40,145,6.98,2006-07-25
-40,145.625,7.42,2006-07-25
-39.5,143.125,5.73,2006-07-25
-39.5,143.75,5.69,2006-07-25
-39.5,144.375,6.05,2006-07-25
-39.5,145,6.47,2006-07-25
-39.5,145.625,6.51,2006-07-25
-39,143.125,3.83,2006-07-25
-39,143.75,3.87,2006-07-25
-39,144.375,4.88,2006-07-25
-39,145,5.1,2006-07-25
-39,145.625,4.16,2006-07-25
-38.5,143.125,0.85,2006-07-25
-38.5,143.75,1.49,2006-07-25
-38.5,144.375,2.62,2006-07-25
-38.5,145,2.23,2006-07-25
-38.5,145.625,1.14,2006-07-25
-38,143.125,0.63,2006-07-25
-38,143.75,0.98,2006-07-25
-38,144.375,1.13,2006-07-25
-38,145,1.21,2006-07-25
-38,145.625,0.19,2006-07-25
-40,143.125,2.34,2006-07-26
-40,143.75,2.99,2006-07-26
-40,144.375,2.87,2006-07-26
-40,145,2.48,2006-07-26
-40,145.625,1.92,2006-07-26
-39.5,143.125,1.89,2006-07-26
-39.5,143.75,2.33,2006-07-26
-39.5,144.375,2.74,2006-07-26
-39.5,145,2.57,2006-07-26
-39.5,145.625,2.04,2006-07-26
-39,143.125,1.59,2006-07-26
-39,143.75,1.67,2006-07-26
-39,144.375,2.06,2006-07-26
-39,145,1.9,2006-07-26
-39,145.625,1.62,2006-07-26
-38.5,143.125,0.73,2006-07-26
-38.5,143.75,1,2006-07-26
-38.5,144.375,1.59,2006-07-26
-38.5,145,1.37,2006-07-26
-38.5,145.625,0.8,2006-07-26
-38,143.125,0.71,2006-07-26
-38,143.75,0.94,2006-07-26
-38,144.375,1.27,2006-07-26
-38,145,1.08,2006-07-26
-38,145.625,0.32,2006-07-26
-40,143.125,5.01,2006-07-27
-40,143.75,4.57,2006-07-27
-40,144.375,4.51,2006-07-27
-40,145,4.62,2006-07-27
-40,145.625,4.99,2006-07-27
-39.5,143.125,4.92,2006-07-27
-39.5,143.75,4.33,2006-07-27
-39.5,144.375,4.42,2006-07-27
-39.5,145,4.87,2006-07-27
-39.5,145.625,4.87,2006-07-27
-39,143.125,4.47,2006-07-27
-39,143.75,3.39,2006-07-27
-39,144.375,4.27,2006-07-27
-39,145,4.4,2006-07-27
-39,145.625,3.72,2006-07-27
-38.5,143.125,0.99,2006-07-27
-38.5,143.75,1.9,2006-07-27
-38.5,144.375,3.9,2006-07-27
-38.5,145,3.24,2006-07-27
-38.5,145.625,1.36,2006-07-27
-38,143.125,1.13,2006-07-27
-38,143.75,2.24,2006-07-27
-38,144.375,2.61,2006-07-27
-38,145,2.19,2006-07-27
-38,145.625,0.13,2006-07-27
-40,143.125,8.37,2006-07-28
-40,143.75,7.71,2006-07-28
-40,144.375,7.5,2006-07-28
-40,145,7.22,2006-07-28
-40,145.625,6.47,2006-07-28
-39.5,143.125,8.11,2006-07-28
-39.5,143.75,7.31,2006-07-28
-39.5,144.375,7.61,2006-07-28
-39.5,145,7.45,2006-07-28
-39.5,145.625,6.21,2006-07-28
-39,143.125,6.86,2006-07-28
-39,143.75,5.52,2006-07-28
-39,144.375,7.29,2006-07-28
-39,145,6.87,2006-07-28
-39,145.625,4.42,2006-07-28
-38.5,143.125,1.48,2006-07-28
-38.5,143.75,3.11,2006-07-28
-38.5,144.375,6.19,2006-07-28
-38.5,145,4.92,2006-07-28
-38.5,145.625,1.46,2006-07-28
-38,143.125,2.2,2006-07-28
-38,143.75,4.06,2006-07-28
-38,144.375,4.8,2006-07-28
-38,145,3.78,2006-07-28
-38,145.625,0.11,2006-07-28
-40,143.125,11.36,2006-07-29
-40,143.75,10.98,2006-07-29
-40,144.375,10.82,2006-07-29
-40,145,10.81,2006-07-29
-40,145.625,11.03,2006-07-29
-39.5,143.125,11.39,2006-07-29
-39.5,143.75,10.92,2006-07-29
-39.5,144.375,10.33,2006-07-29
-39.5,145,10.28,2006-07-29
-39.5,145.625,10.09,2006-07-29
-39,143.125,9.84,2006-07-29
-39,143.75,7.49,2006-07-29
-39,144.375,8.2,2006-07-29
-39,145,8.42,2006-07-29
-39,145.625,7.52,2006-07-29
-38.5,143.125,1.63,2006-07-29
-38.5,143.75,3.36,2006-07-29
-38.5,144.375,7.01,2006-07-29
-38.5,145,6.08,2006-07-29
-38.5,145.625,2.51,2006-07-29
-38,143.125,1.89,2006-07-29
-38,143.75,4.17,2006-07-29
-38,144.375,5.05,2006-07-29
-38,145,4.26,2006-07-29
-38,145.625,0.17,2006-07-29
-40,143.125,11.92,2006-07-30
-40,143.75,11.72,2006-07-30
-40,144.375,11.52,2006-07-30
-40,145,11.46,2006-07-30
-40,145.625,11.7,2006-07-30
-39.5,143.125,12.35,2006-07-30
-39.5,143.75,11.88,2006-07-30
-39.5,144.375,11.47,2006-07-30
-39.5,145,11.7,2006-07-30
-39.5,145.625,11.79,2006-07-30
-39,143.125,11.17,2006-07-30
-39,143.75,8.75,2006-07-30
-39,144.375,10.43,2006-07-30
-39,145,10.93,2006-07-30
-39,145.625,9.41,2006-07-30
-38.5,143.125,2.17,2006-07-30
-38.5,143.75,4.43,2006-07-30
-38.5,144.375,9.06,2006-07-30
-38.5,145,8.01,2006-07-30
-38.5,145.625,3.18,2006-07-30
-38,143.125,2.53,2006-07-30
-38,143.75,5.37,2006-07-30
-38,144.375,7.02,2006-07-30
-38,145,6.15,2006-07-30
-38,145.625,0.22,2006-07-30
-40,143.125,7.05,2006-07-31
-40,143.75,7.32,2006-07-31
-40,144.375,7.93,2006-07-31
-40,145,8.44,2006-07-31
-40,145.625,8.75,2006-07-31
-39.5,143.125,7.02,2006-07-31
-39.5,143.75,7.3,2006-07-31
-39.5,144.375,8.04,2006-07-31
-39.5,145,8.47,2006-07-31
-39.5,145.625,8.72,2006-07-31
-39,143.125,6.38,2006-07-31
-39,143.75,5.91,2006-07-31
-39,144.375,7.69,2006-07-31
-39,145,8.03,2006-07-31
-39,145.625,6.78,2006-07-31
-38.5,143.125,1.22,2006-07-31
-38.5,143.75,2.73,2006-07-31
-38.5,144.375,5.99,2006-07-31
-38.5,145,5.25,2006-07-31
-38.5,145.625,2.07,2006-07-31
-38,143.125,1.32,2006-07-31
-38,143.75,2.61,2006-07-31
-38,144.375,4.2,2006-07-31
-38,145,3.69,2006-07-31
-38,145.625,0.13,2006-07-31
-40,143.125,5.43,2006-08-01
-40,143.75,4.78,2006-08-01
-40,144.375,4.45,2006-08-01
-40,145,4.41,2006-08-01
-40,145.625,4.5,2006-08-01
-39.5,143.125,5.65,2006-08-01
-39.5,143.75,4.72,2006-08-01
-39.5,144.375,4.41,2006-08-01
-39.5,145,4.54,2006-08-01
-39.5,145.625,4.35,2006-08-01
-39,143.125,4.99,2006-08-01
-39,143.75,3.51,2006-08-01
-39,144.375,4.15,2006-08-01
-39,145,4.12,2006-08-01
-39,145.625,3.34,2006-08-01
-38.5,143.125,0.86,2006-08-01
-38.5,143.75,1.8,2006-08-01
-38.5,144.375,3.56,2006-08-01
-38.5,145,2.84,2006-08-01
-38.5,145.625,1.17,2006-08-01
-38,143.125,1.04,2006-08-01
-38,143.75,1.98,2006-08-01
-38,144.375,2.24,2006-08-01
-38,145,2.01,2006-08-01
-38,145.625,0.13,2006-08-01
-40,143.125,6.82,2006-08-02
-40,143.75,6,2006-08-02
-40,144.375,5.44,2006-08-02
-40,145,5.6,2006-08-02
-40,145.625,5.81,2006-08-02
-39.5,143.125,6.59,2006-08-02
-39.5,143.75,5.56,2006-08-02
-39.5,144.375,5.49,2006-08-02
-39.5,145,6.14,2006-08-02
-39.5,145.625,5.98,2006-08-02
-39,143.125,5.67,2006-08-02
-39,143.75,4.05,2006-08-02
-39,144.375,5.24,2006-08-02
-39,145,5.77,2006-08-02
-39,145.625,4.6,2006-08-02
-38.5,143.125,1,2006-08-02
-38.5,143.75,2.15,2006-08-02
-38.5,144.375,4.83,2006-08-02
-38.5,145,4.25,2006-08-02
-38.5,145.625,1.52,2006-08-02
-38,143.125,1.19,2006-08-02
-38,143.75,2.7,2006-08-02
-38,144.375,3.87,2006-08-02
-38,145,3.34,2006-08-02
-38,145.625,0.1,2006-08-02
-40,143.125,5.79,2006-08-03
-40,143.75,5.66,2006-08-03
-40,144.375,5.88,2006-08-03
-40,145,6.14,2006-08-03
-40,145.625,6.31,2006-08-03
-39.5,143.125,5.96,2006-08-03
-39.5,143.75,5.85,2006-08-03
-39.5,144.375,6.1,2006-08-03
-39.5,145,6.15,2006-08-03
-39.5,145.625,6.19,2006-08-03
-39,143.125,5.43,2006-08-03
-39,143.75,4.67,2006-08-03
-39,144.375,5.7,2006-08-03
-39,145,5.68,2006-08-03
-39,145.625,4.69,2006-08-03
-38.5,143.125,1.11,2006-08-03
-38.5,143.75,2.15,2006-08-03
-38.5,144.375,4.45,2006-08-03
-38.5,145,3.65,2006-08-03
-38.5,145.625,1.53,2006-08-03
-38,143.125,1.18,2006-08-03
-38,143.75,2.04,2006-08-03
-38,144.375,3.05,2006-08-03
-38,145,2.5,2006-08-03
-38,145.625,0.25,2006-08-03
-40,143.125,3.84,2006-08-04
-40,143.75,3.59,2006-08-04
-40,144.375,3.52,2006-08-04
-40,145,3.64,2006-08-04
-40,145.625,4.04,2006-08-04
-39.5,143.125,3.46,2006-08-04
-39.5,143.75,3.28,2006-08-04
-39.5,144.375,3.3,2006-08-04
-39.5,145,3.38,2006-08-04
-39.5,145.625,3.59,2006-08-04
-39,143.125,2.83,2006-08-04
-39,143.75,2.46,2006-08-04
-39,144.375,2.71,2006-08-04
-39,145,2.79,2006-08-04
-39,145.625,2.67,2006-08-04
-38.5,143.125,0.71,2006-08-04
-38.5,143.75,1,2006-08-04
-38.5,144.375,1.54,2006-08-04
-38.5,145,1.47,2006-08-04
-38.5,145.625,1.02,2006-08-04
-38,143.125,0.73,2006-08-04
-38,143.75,0.93,2006-08-04
-38,144.375,1.16,2006-08-04
-38,145,1.16,2006-08-04
-38,145.625,0.41,2006-08-04
-40,143.125,6.03,2006-08-05
-40,143.75,5.83,2006-08-05
-40,144.375,5.76,2006-08-05
-40,145,5.76,2006-08-05
-40,145.625,5.86,2006-08-05
-39.5,143.125,5.56,2006-08-05
-39.5,143.75,5.3,2006-08-05
-39.5,144.375,5.21,2006-08-05
-39.5,145,5.27,2006-08-05
-39.5,145.625,5.36,2006-08-05
-39,143.125,4.3,2006-08-05
-39,143.75,3.45,2006-08-05
-39,144.375,3.8,2006-08-05
-39,145,4.06,2006-08-05
-39,145.625,3.66,2006-08-05
-38.5,143.125,0.79,2006-08-05
-38.5,143.75,1.32,2006-08-05
-38.5,144.375,2.27,2006-08-05
-38.5,145,1.96,2006-08-05
