LAT,LON,WS2M,DATE
-38.5,145.625,1.18,2006-08-05
-38,143.125,0.65,2006-08-05
-38,143.75,1.03,2006-08-05
-38,144.375,1.19,2006-08-05
-38,145,0.94,2006-08-05
-38,145.625,0.34,2006-08-05
-40,143.125,2.85,2006-08-06
-40,143.75,3,2006-08-06
-40,144.375,3.25,2006-08-06
-40,145,3.39,2006-08-06
-40,145.625,3.53,2006-08-06
-39.5,143.125,2.99,2006-08-06
-39.5,143.75,3.02,2006-08-06
-39.5,144.375,3.32,2006-08-06
-39.5,145,3.59,2006-08-06
-39.5,145.625,3.89,2006-08-06
-39,143.125,3.15,2006-08-06
-39,143.75,2.68,2006-08-06
-39,144.375,3.34,2006-08-06
-39,145,3.5,2006-08-06
-39,145.625,3.13,2006-08-06
-38.5,143.125,0.92,2006-08-06
-38.5,143.75,1.64,2006-08-06
-38.5,144.375,2.94,2006-08-06
-38.5,145,2.68,2006-08-06
-38.5,145.625,1.23,2006-08-06
-38,143.125,0.88,2006-08-06
-38,143.75,1.63,2006-08-06
-38,144.375,2.07,2006-08-06
-38,145,1.93,2006-08-06
-38,145.625,0.18,2006-08-06
-40,143.125,5.57,2006-08-07
-40,143.75,4.73,2006-08-07
-40,144.375,4.17,2006-08-07
-40,145,3.75,2006-08-07
-40,145.625,3.5,2006-08-07
-39.5,143.125,5.11,2006-08-07
-39.5,143.75,4.08,2006-08-07
-39.5,144.375,3.83,2006-08-07
-39.5,145,3.86,2006-08-07
-39.5,145.625,3.46,2006-08-07
-39,143.125,4.34,2006-08-07
-39,143.75,3.02,2006-08-07
-39,144.375,3.72,2006-08-07
-39,145,3.72,2006-08-07
-39,145.625,2.8,2006-08-07
-38.5,143.125,0.92,2006-08-07
-38.5,143.75,1.67,2006-08-07
-38.5,144.375,3.18,2006-08-07
-38.5,145,2.9,2006-08-07
-38.5,145.625,1.18,2006-08-07
-38,143.125,1.11,2006-08-07
-38,143.75,2.11,2006-08-07
-38,144.375,2.26,2006-08-07
-38,145,2.11,2006-08-07
-38,145.625,0.2,2006-08-07
-40,143.125,9.69,2006-08-08
-40,143.75,9.21,2006-08-08
-40,144.375,8.55,2006-08-08
-40,145,8.4,2006-08-08
-40,145.625,8.42,2006-08-08
-39.5,143.125,9.59,2006-08-08
-39.5,143.75,8.1,2006-08-08
-39.5,144.375,8.15,2006-08-08
-39.5,145,8.78,2006-08-08
-39.5,145.625,8.17,2006-08-08
-39,143.125,8.1,2006-08-08
-39,143.75,5.66,2006-08-08
-39,144.375,7.48,2006-08-08
-39,145,8.08,2006-08-08
-39,145.625,6.26,2006-08-08
-38.5,143.125,1.49,2006-08-08
-38.5,143.75,3.21,2006-08-08
-38.5,144.375,6.83,2006-08-08
-38.5,145,6.23,2006-08-08
-38.5,145.625,2.19,2006-08-08
-38,143.125,2.12,2006-08-08
-38,143.75,4.62,2006-08-08
-38,144.375,5.68,2006-08-08
-38,145,5.55,2006-08-08
-38,145.625,0.15,2006-08-08
-40,143.125,9.08,2006-08-09
-40,143.75,9.11,2006-08-09
-40,144.375,9.46,2006-08-09
-40,145,9.76,2006-08-09
-40,145.625,9.85,2006-08-09
-39.5,143.125,8.82,2006-08-09
-39.5,143.75,8.93,2006-08-09
-39.5,144.375,9.31,2006-08-09
-39.5,145,9.48,2006-08-09
-39.5,145.625,9.62,2006-08-09
-39,143.125,7.67,2006-08-09
-39,143.75,6.96,2006-08-09
-39,144.375,8.64,2006-08-09
-39,145,8.7,2006-08-09
-39,145.625,7.46,2006-08-09
-38.5,143.125,1.48,2006-08-09
-38.5,143.75,3.31,2006-08-09
-38.5,144.375,6.74,2006-08-09
-38.5,145,6.01,2006-08-09
-38.5,145.625,2.42,2006-08-09
-38,143.125,1.7,2006-08-09
-38,143.75,3.11,2006-08-09
-38,144.375,4.9,2006-08-09
-38,145,4.37,2006-08-09
-38,145.625,0.15,2006-08-09
-40,143.125,7.7,2006-08-10
-40,143.75,7.56,2006-08-10
-40,144.375,7.74,2006-08-10
-40,145,8.03,2006-08-10
-40,145.625,8.13,2006-08-10
-39.5,143.125,7.45,2006-08-10
-39.5,143.75,7.38,2006-08-10
-39.5,144.375,7.6,2006-08-10
-39.5,145,7.76,2006-08-10
-39.5,145.625,7.79,2006-08-10
-39,143.125,6.4,2006-08-10
-39,143.75,5.5,2006-08-10
-39,144.375,6.56,2006-08-10
-39,145,6.69,2006-08-10
-39,145.625,5.83,2006-08-10
-38.5,143.125,1.14,2006-08-10
-38.5,143.75,2.32,2006-08-10
-38.5,144.375,4.65,2006-08-10
-38.5,145,4.03,2006-08-10
-38.5,145.625,1.78,2006-08-10
-38,143.125,0.99,2006-08-10
-38,143.75,1.94,2006-08-10
-38,144.375,2.89,2006-08-10
-38,145,2.4,2006-08-10
-38,145.625,0.25,2006-08-10
-40,143.125,5.88,2006-08-11
-40,143.75,6.13,2006-08-11
-40,144.375,6.55,2006-08-11
-40,145,6.96,2006-08-11
-40,145.625,7.37,2006-08-11
-39.5,143.125,5.57,2006-08-11
-39.5,143.75,5.89,2006-08-11
-39.5,144.375,6.33,2006-08-11
-39.5,145,6.57,2006-08-11
-39.5,145.625,6.75,2006-08-11
-39,143.125,4.56,2006-08-11
-39,143.75,4.33,2006-08-11
-39,144.375,5.34,2006-08-11
-39,145,5.56,2006-08-11
-39,145.625,4.89,2006-08-11
-38.5,143.125,1.01,2006-08-11
-38.5,143.75,1.89,2006-08-11
-38.5,144.375,3.7,2006-08-11
-38.5,145,3.15,2006-08-11
-38.5,145.625,1.48,2006-08-11
-38,143.125,0.81,2006-08-11
-38,143.75,1.49,2006-08-11
-38,144.375,2.2,2006-08-11
-38,145,1.94,2006-08-11
-38,145.625,0.34,2006-08-11
-40,143.125,5.94,2006-08-12
-40,143.75,5.22,2006-08-12
-40,144.375,4.88,2006-08-12
-40,145,4.73,2006-08-12
-40,145.625,4.8,2006-08-12
-39.5,143.125,5.75,2006-08-12
-39.5,143.75,4.74,2006-08-12
-39.5,144.375,4.57,2006-08-12
-39.5,145,4.68,2006-08-12
-39.5,145.625,4.41,2006-08-12
-39,143.125,4.71,2006-08-12
-39,143.75,3.39,2006-08-12
-39,144.375,4.18,2006-08-12
-39,145,4.16,2006-08-12
-39,145.625,3.27,2006-08-12
-38.5,143.125,0.93,2006-08-12
-38.5,143.75,1.76,2006-08-12
-38.5,144.375,3.48,2006-08-12
-38.5,145,2.83,2006-08-12
-38.5,145.625,1.15,2006-08-12
-38,143.125,1.19,2006-08-12
-38,143.75,2.24,2006-08-12
-38,144.375,2.37,2006-08-12
-38,145,1.99,2006-08-12
-38,145.625,0.17,2006-08-12
-40,143.125,6.99,2006-08-13
-40,143.75,6.65,2006-08-13
-40,144.375,6.55,2006-08-13
-40,145,6.6,2006-08-13
-40,145.625,6.71,2006-08-13
-39.5,143.125,6.91,2006-08-13
-39.5,143.75,6.08,2006-08-13
-39.5,144.375,6.5,2006-08-13
-39.5,145,7.4,2006-08-13
-39.5,145.625,6.99,2006-08-13
-39,143.125,5.64,2006-08-13
-39,143.75,4.46,2006-08-13
-39,144.375,6.33,2006-08-13
-39,145,7,2006-08-13
-39,145.625,5.1,2006-08-13
-38.5,143.125,1.09,2006-08-13
-38.5,143.75,2.83,2006-08-13
-38.5,144.375,5.84,2006-08-13
-38.5,145,5.09,2006-08-13
-38.5,145.625,1.65,2006-08-13
-38,143.125,1.81,2006-08-13
-38,143.75,4.05,2006-08-13
-38,144.375,5.17,2006-08-13
-38,145,4.41,2006-08-13
-38,145.625,0.13,2006-08-13
-40,143.125,6.16,2006-08-14
-40,143.75,5.68,2006-08-14
-40,144.375,5.48,2006-08-14
-40,145,5.36,2006-08-14
-40,145.625,5.25,2006-08-14
-39.5,143.125,6.04,2006-08-14
-39.5,143.75,5.62,2006-08-14
-39.5,144.375,5.34,2006-08-14
-39.5,145,5.11,2006-08-14
-39.5,145.625,4.88,2006-08-14
-39,143.125,5.23,2006-08-14
-39,143.75,4.07,2006-08-14
-39,144.375,4.41,2006-08-14
-39,145,4.49,2006-08-14
-39,145.625,3.82,2006-08-14
-38.5,143.125,0.99,2006-08-14
-38.5,143.75,1.82,2006-08-14
-38.5,144.375,3.23,2006-08-14
-38.5,145,2.88,2006-08-14
-38.5,145.625,1.33,2006-08-14
-38,143.125,0.99,2006-08-14
-38,143.75,1.75,2006-08-14
-38,144.375,2.31,2006-08-14
-38,145,2.03,2006-08-14
-38,145.625,0.25,2006-08-14
-40,143.125,7.36,2006-08-15
-40,143.75,6.91,2006-08-15
-40,144.375,6.67,2006-08-15
-40,145,6.17,2006-08-15
-40,145.625,5.72,2006-08-15
-39.5,143.125,6.97,2006-08-15
-39.5,143.75,6.35,2006-08-15
-39.5,144.375,6.19,2006-08-15
-39.5,145,5.79,2006-08-15
-39.5,145.625,5.1,2006-08-15
-39,143.125,5.92,2006-08-15
-39,143.75,4.55,2006-08-15
-39,144.375,5.35,2006-08-15
-39,145,4.92,2006-08-15
-39,145.625,3.71,2006-08-15
-38.5,143.125,1.21,2006-08-15
-38.5,143.75,2.28,2006-08-15
-38.5,144.375,4.2,2006-08-15
-38.5,145,3.31,2006-08-15
-38.5,145.625,1.27,2006-08-15
-38,143.125,1.47,2006-08-15
-38,143.75,2.71,2006-08-15
-38,144.375,2.9,2006-08-15
-38,145,2.37,2006-08-15
-38,145.625,0.18,2006-08-15
-40,143.125,10.74,2006-08-16
-40,143.75,10.36,2006-08-16
-40,144.375,10.73,2006-08-16
-40,145,10.43,2006-08-16
-40,145.625,8.73,2006-08-16
-39.5,143.125,10.73,2006-08-16
-39.5,143.75,10.14,2006-08-16
-39.5,144.375,10.42,2006-08-16
-39.5,145,10.35,2006-08-16
-39.5,145.625,8.56,2006-08-16
-39,143.125,9.32,2006-08-16
-39,143.75,7.4,2006-08-16
-39,144.375,9.42,2006-08-16
-39,145,9.41,2006-08-16
-39,145.625,6.63,2006-08-16
-38.5,143.125,1.74,2006-08-16
-38.5,143.75,4.13,2006-08-16
-38.5,144.375,8.32,2006-08-16
-38.5,145,7.14,2006-08-16
-38.5,145.625,2.17,2006-08-16
-38,143.125,2.72,2006-08-16
-38,143.75,5.66,2006-08-16
-38,144.375,7.11,2006-08-16
-38,145,6.28,2006-08-16
-38,145.625,0.15,2006-08-16
-40,143.125,10.94,2006-08-17
-40,143.75,10.71,2006-08-17
-40,144.375,10.67,2006-08-17
-40,145,10.73,2006-08-17
-40,145.625,11.06,2006-08-17
-39.5,143.125,10.88,2006-08-17
-39.5,143.75,10.71,2006-08-17
-39.5,144.375,10.37,2006-08-17
-39.5,145,10.48,2006-08-17
-39.5,145.625,10.26,2006-08-17
-39,143.125,9.68,2006-08-17
-39,143.75,7.54,2006-08-17
-39,144.375,8.18,2006-08-17
-39,145,8.27,2006-08-17
-39,145.625,7.31,2006-08-17
-38.5,143.125,1.68,2006-08-17
-38.5,143.75,3.24,2006-08-17
-38.5,144.375,6.42,2006-08-17
-38.5,145,5.43,2006-08-17
-38.5,145.625,2.24,2006-08-17
-38,143.125,1.74,2006-08-17
-38,143.75,3.83,2006-08-17
-38,144.375,4.76,2006-08-17
-38,145,3.85,2006-08-17
-38,145.625,0.14,2006-08-17
-40,143.125,8.8,2006-08-18
-40,143.75,8.6,2006-08-18
-40,144.375,8.8,2006-08-18
-40,145,9.12,2006-08-18
-40,145.625,9.52,2006-08-18
-39.5,143.125,8.71,2006-08-18
-39.5,143.75,8.61,2006-08-18
-39.5,144.375,8.68,2006-08-18
-39.5,145,8.92,2006-08-18
-39.5,145.625,8.96,2006-08-18
-39,143.125,7.66,2006-08-18
-39,143.75,6.29,2006-08-18
-39,144.375,7.35,2006-08-18
-39,145,7.58,2006-08-18
-39,145.625,6.62,2006-08-18
-38.5,143.125,1.28,2006-08-18
-38.5,143.75,2.72,2006-08-18
-38.5,144.375,5.64,2006-08-18
-38.5,145,4.87,2006-08-18
-38.5,145.625,2.02,2006-08-18
-38,143.125,1.26,2006-08-18
-38,143.75,2.76,2006-08-18
-38,144.375,3.78,2006-08-18
-38,145,3.09,2006-08-18
-38,145.625,0.13,2006-08-18
-40,143.125,6.23,2006-08-19
-40,143.75,6.09,2006-08-19
-40,144.375,6.24,2006-08-19
-40,145,6.5,2006-08-19
-40,145.625,6.94,2006-08-19
-39.5,143.125,6.45,2006-08-19
-39.5,143.75,6.26,2006-08-19
-39.5,144.375,6.31,2006-08-19
-39.5,145,6.78,2006-08-19
-39.5,145.625,6.98,2006-08-19
-39,143.125,5.77,2006-08-19
-39,143.75,4.63,2006-08-19
-39,144.375,5.54,2006-08-19
-39,145,5.91,2006-08-19
-39,145.625,5.25,2006-08-19
-38.5,143.125,1.12,2006-08-19
-38.5,143.75,2.39,2006-08-19
-38.5,144.375,4.67,2006-08-19
-38.5,145,4.01,2006-08-19
-38.5,145.625,1.74,2006-08-19
-38,143.125,1.35,2006-08-19
-38,143.75,2.83,2006-08-19
-38,144.375,3.56,2006-08-19
-38,145,3.14,2006-08-19
-38,145.625,0.19,2006-08-19
-40,143.125,7.55,2006-08-20
-40,143.75,6.54,2006-08-20
-40,144.375,5.81,2006-08-20
-40,145,5.93,2006-08-20
-40,145.625,5.64,2006-08-20
-39.5,143.125,7.61,2006-08-20
-39.5,143.75,6.05,2006-08-20
-39.5,144.375,6.32,2006-08-20
-39.5,145,6.84,2006-08-20
-39.5,145.625,6.02,2006-08-20
-39,143.125,6.29,2006-08-20
-39,143.75,4.64,2006-08-20
-39,144.375,6.51,2006-08-20
-39,145,6.54,2006-08-20
-39,145.625,4.61,2006-08-20
-38.5,143.125,1.23,2006-08-20
-38.5,143.75,2.95,2006-08-20
-38.5,144.375,5.9,2006-08-20
-38.5,145,4.69,2006-08-20
-38.5,145.625,1.48,2006-08-20
-38,143.125,2.12,2006-08-20
-38,143.75,4.21,2006-08-20
-38,144.375,5.23,2006-08-20
-38,145,4.24,2006-08-20
-38,145.625,0.12,2006-08-20
-40,143.125,10.38,2006-08-21
-40,143.75,9.82,2006-08-21
-40,144.375,8.95,2006-08-21
-40,145,7.89,2006-08-21
-40,145.625,7.05,2006-08-21
-39.5,143.125,10.18,2006-08-21
-39.5,143.75,9.17,2006-08-21
-39.5,144.375,7.79,2006-08-21
-39.5,145,7.24,2006-08-21
-39.5,145.625,6.76,2006-08-21
-39,143.125,8.57,2006-08-21
-39,143.75,5.91,2006-08-21
-39,144.375,6.13,2006-08-21
-39,145,6.33,2006-08-21
-39,145.625,5.18,2006-08-21
-38.5,143.125,1.52,2006-08-21
-38.5,143.75,2.95,2006-08-21
-38.5,144.375,5.82,2006-08-21
-38.5,145,5.22,2006-08-21
-38.5,145.625,1.74,2006-08-21
-38,143.125,1.98,2006-08-21
-38,143.75,4.18,2006-08-21
-38,144.375,5.27,2006-08-21
-38,145,4.54,2006-08-21
-38,145.625,0.13,2006-08-21
-40,143.125,9.01,2006-08-22
-40,143.75,9.01,2006-08-22
-40,144.375,9.25,2006-08-22
-40,145,9.56,2006-08-22
-40,145.625,9.94,2006-08-22
-39.5,143.125,8.86,2006-08-22
-39.5,143.75,8.96,2006-08-22
-39.5,144.375,9.22,2006-08-22
-39.5,145,9.55,2006-08-22
-39.5,145.625,9.64,2006-08-22
-39,143.125,7.55,2006-08-22
-39,143.75,6.61,2006-08-22
-39,144.375,7.89,2006-08-22
-39,145,8.28,2006-08-22
-39,145.625,7.41,2006-08-22
-38.5,143.125,1.41,2006-08-22
-38.5,143.75,2.86,2006-08-22
-38.5,144.375,5.68,2006-08-22
-38.5,145,5.21,2006-08-22
-38.5,145.625,2.3,2006-08-22
-38,143.125,1.34,2006-08-22
-38,143.75,2.78,2006-08-22
-38,144.375,3.98,2006-08-22
-38,145,3.36,2006-08-22
-38,145.625,0.14,2006-08-22
-40,143.125,4.4,2006-08-23
-40,143.75,4.59,2006-08-23
-40,144.375,5.03,2006-08-23
-40,145,5.63,2006-08-23
-40,145.625,6.14,2006-08-23
-39.5,143.125,4.13,2006-08-23
-39.5,143.75,4.38,2006-08-23
-39.5,144.375,4.86,2006-08-23
-39.5,145,5.38,2006-08-23
-39.5,145.625,5.75,2006-08-23
-39,143.125,3.4,2006-08-23
-39,143.75,3.14,2006-08-23
-39,144.375,3.89,2006-08-23
-39,145,4.36,2006-08-23
-39,145.625,4.1,2006-08-23
-38.5,143.125,0.81,2006-08-23
-38.5,143.75,1.48,2006-08-23
-38.5,144.375,2.72,2006-08-23
-38.5,145,2.46,2006-08-23
-38.5,145.625,1.23,2006-08-23
-38,143.125,0.91,2006-08-23
-38,143.75,1.72,2006-08-23
-38,144.375,1.9,2006-08-23
-38,145,1.56,2006-08-23
-38,145.625,0.16,2006-08-23
-40,143.125,6.67,2006-08-24
-40,143.75,6.4,2006-08-24
-40,144.375,6.28,2006-08-24
-40,145,5.13,2006-08-24
-40,145.625,3.22,2006-08-24
-39.5,143.125,6.69,2006-08-24
-39.5,143.75,6.37,2006-08-24
-39.5,144.375,6.31,2006-08-24
-39.5,145,5.27,2006-08-24
-39.5,145.625,3.8,2006-08-24
-39,143.125,6.28,2006-08-24
-39,143.75,5.01,2006-08-24
-39,144.375,6.18,2006-08-24
-39,145,5.45,2006-08-24
-39,145.625,3.51,2006-08-24
-38.5,143.125,1.07,2006-08-24
-38.5,143.75,2.55,2006-08-24
-38.5,144.375,5.48,2006-08-24
-38.5,145,4.28,2006-08-24
-38.5,145.625,1.32,2006-08-24
-38,143.125,1.18,2006-08-24
-38,143.75,2.75,2006-08-24
-38,144.375,4.02,2006-08-24
-38,145,3.24,2006-08-24
-38,145.625,0.1,2006-08-24
-40,143.125,3.2,2006-08-25
-40,143.75,2.87,2006-08-25
-40,144.375,1.83,2006-08-25
-40,145,1.39,2006-08-25
-40,145.625,1.4,2006-08-25
-39.5,143.125,3.11,2006-08-25
-39.5,143.75,2.65,2006-08-25
-39.5,144.375,1.91,2006-08-25
-39.5,145,1.26,2006-08-25
-39.5,145.625,1.52,2006-08-25
-39,143.125,2.88,2006-08-25
-39,143.75,2.1,2006-08-25
-39,144.375,1.98,2006-08-25
-39,145,2.14,2006-08-25
-39,145.625,2.23,2006-08-25
-38.5,143.125,0.85,2006-08-25
-38.5,143.75,1.48,2006-08-25
-38.5,144.375,2.66,2006-08-25
-38.5,145,2.56,2006-08-25
-38.5,145.625,1.09,2006-08-25
-38,143.125,0.86,2006-08-25
-38,143.75,1.65,2006-08-25
-38,144.375,2.35,2006-08-25
-38,145,2.19,2006-08-25
-38,145.625,0.11,2006-08-25
-40,143.125,3.72,2006-08-26
-40,143.75,3.11,2006-08-26
-40,144.375,3.02,2006-08-26
-40,145,2.59,2006-08-26
-40,145.625,2.47,2006-08-26
-39.5,143.125,2.33,2006-08-26
-39.5,143.75,2.29,2006-08-26
-39.5,144.375,2.38,2006-08-26
-39.5,145,2.43,2006-08-26
-39.5,145.625,3.07,2006-08-26
-39,143.125,1.82,2006-08-26
-39,143.75,1.95,2006-08-26
-39,144.375,2.37,2006-08-26
-39,145,2.47,2006-08-26
-39,145.625,2.65,2006-08-26
-38.5,143.125,0.77,2006-08-26
-38.5,143.75,1.29,2006-08-26
-38.5,144.375,2.53,2006-08-26
-38.5,145,2.34,2006-08-26
-38.5,145.625,1.04,2006-08-26
-38,143.125,0.71,2006-08-26
-38,143.75,1.12,2006-08-26
-38,144.375,1.6,2006-08-26
-38,145,1.43,2006-08-26
-38,145.625,0.16,2006-08-26
-40,143.125,7.48,2006-08-27
-40,143.75,7.17,2006-08-27
-40,144.375,7.12,2006-08-27
-40,145,7.18,2006-08-27
-40,145.625,7.35,2006-08-27
-39.5,143.125,7.35,2006-08-27
-39.5,143.75,7.18,2006-08-27
-39.5,144.375,7.13,2006-08-27
-39.5,145,7.22,2006-08-27
-39.5,145.625,7.12,2006-08-27
-39,143.125,6.38,2006-08-27
-39,143.75,5.31,2006-08-27
-39,144.375,6,2006-08-27
-39,145,6.05,2006-08-27
-39,145.625,5.3,2006-08-27
-38.5,143.125,1.14,2006-08-27
-38.5,143.75,2.27,2006-08-27
-38.5,144.375,4.37,2006-08-27
-38.5,145,3.72,2006-08-27
-38.5,145.625,1.67,2006-08-27
-38,143.125,1.1,2006-08-27
-38,143.75,2.21,2006-08-27
-38,144.375,3.07,2006-08-27
-38,145,2.47,2006-08-27
-38,145.625,0.16,2006-08-27
-40,143.125,7.16,2006-08-28
-40,143.75,6.84,2006-08-28
-40,144.375,6.59,2006-08-28
-40,145,6.52,2006-08-28
-40,145.625,6.96,2006-08-28
-39.5,143.125,7,2006-08-28
-39.5,143.75,6.78,2006-08-28
-39.5,144.375,6.37,2006-08-28
-39.5,145,6.3,2006-08-28
-39.5,145.625,6.29,2006-08-28
-39,143.125,6.02,2006-08-28
-39,143.75,4.69,2006-08-28
-39,144.375,4.8,2006-08-28
-39,145,4.89,2006-08-28
-39,145.625,4.31,2006-08-28
-38.5,143.125,1.08,2006-08-28
-38.5,143.75,1.88,2006-08-28
-38.5,144.375,2.9,2006-08-28
-38.5,145,2.32,2006-08-28
-38.5,145.625,1.43,2006-08-28
-38,143.125,0.96,2006-08-28
-38,143.75,1.71,2006-08-28
-38,144.375,2.08,2006-08-28
-38,145,1.52,2006-08-28
-38,145.625,0.48,2006-08-28
-40,143.125,4.74,2006-08-29
-40,143.75,4.59,2006-08-29
-40,144.375,4.49,2006-08-29
-40,145,4.52,2006-08-29
-40,145.625,4.92,2006-08-29
-39.5,143.125,4.26,2006-08-29
-39.5,143.75,4.25,2006-08-29
-39.5,144.375,4.15,2006-08-29
-39.5,145,4.13,2006-08-29
-39.5,145.625,4.34,2006-08-29
-39,143.125,3.59,2006-08-29
-39,143.75,3.04,2006-08-29
-39,144.375,2.96,2006-08-29
-39,145,3.06,2006-08-29
-39,145.625,3.01,2006-08-29
-38.5,143.125,0.92,2006-08-29
-38.5,143.75,1.26,2006-08-29
-38.5,144.375,1.69,2006-08-29
-38.5,145,1.65,2006-08-29
-38.5,145.625,1.09,2006-08-29
-38,143.125,0.89,2006-08-29
-38,143.75,1.31,2006-08-29
-38,144.375,1.59,2006-08-29
-38,145,1.48,2006-08-29
-38,145.625,0.38,2006-08-29
-40,143.125,6.12,2006-08-30
-40,143.75,5.58,2006-08-30
-40,144.375,5.06,2006-08-30
-40,145,4.5,2006-08-30
-40,145.625,4.49,2006-08-30
-39.5,143.125,4.92,2006-08-30
-39.5,143.75,4.24,2006-08-30
-39.5,144.375,3.76,2006-08-30
-39.5,145,3.56,2006-08-30
-39.5,145.625,3.28,2006-08-30
-39,143.125,3.72,2006-08-30
-39,143.75,2.69,2006-08-30
-39,144.375,3.15,2006-08-30
-39,145,3.06,2006-08-30
-39,145.625,2.42,2006-08-30
-38.5,143.125,0.87,2006-08-30
-38.5,143.75,1.61,2006-08-30
-38.5,144.375,2.89,2006-08-30
-38.5,145,2.37,2006-08-30
-38.5,145.625,1.09,2006-08-30
-38,143.125,0.99,2006-08-30
-38,143.75,1.82,2006-08-30
-38,144.375,2.14,2006-08-30
-38,145,1.8,2006-08-30
-38,145.625,0.2,2006-08-30
-40,143.125,7.54,2006-08-31
-40,143.75,6.86,2006-08-31
-40,144.375,6.32,2006-08-31
-40,145,6.48,2006-08-31
-40,145.625,6.63,2006-08-31
-39.5,143.125,6.73,2006-08-31
-39.5,143.75,5.59,2006-08-31
-39.5,144.375,5.66,2006-08-31
-39.5,145,6.61,2006-08-31
-39.5,145.625,6.03,2006-08-31
-39,143.125,5.45,2006-08-31
-39,143.75,3.71,2006-08-31
-39,144.375,5.44,2006-08-31
-39,145,5.83,2006-08-31
-39,145.625,3.78,2006-08-31
-38.5,143.125,1.01,2006-08-31
-38.5,143.75,2.38,2006-08-31
-38.5,144.375,5.05,2006-08-31
-38.5,145,3.88,2006-08-31
-38.5,145.625,1.09,2006-08-31
-38,143.125,1.53,2006-08-31
-38,143.75,3.47,2006-08-31
-38,144.375,4.24,2006-08-31
-38,145,3.34,2006-08-31
-38,145.625,0.1,2006-08-31
-40,143.125,6.5,2006-09-01
-40,143.75,6.47,2006-09-01
-40,144.375,6.56,2006-09-01
-40,145,6.86,2006-09-01
-40,145.625,7.55,2006-09-01
-39.5,143.125,5.35,2006-09-01
-39.5,143.75,5.47,2006-09-01
-39.5,144.375,5.59,2006-09-01
-39.5,145,5.95,2006-09-01
-39.5,145.625,6.32,2006-09-01
-39,143.125,3.92,2006-09-01
-39,143.75,3.53,2006-09-01
-39,144.375,4.05,2006-09-01
-39,145,4.5,2006-09-01
-39,145.625,4.01,2006-09-01
-38.5,143.125,0.88,2006-09-01
-38.5,143.75,1.66,2006-09-01
-38.5,144.375,2.9,2006-09-01
-38.5,145,2.47,2006-09-01
-38.5,145.625,1.14,2006-09-01
-38,143.125,1.24,2006-09-01
-38,143.75,2.25,2006-09-01
-38,144.375,2.79,2006-09-01
-38,145,2.36,2006-09-01
-38,145.625,0.29,2006-09-01
-40,143.125,5,2006-09-02
-40,143.75,4.88,2006-09-02
-40,144.375,5,2006-09-02
-40,145,5.1,2006-09-02
-40,145.625,5.03,2006-09-02
-39.5,143.125,5.5,2006-09-02
-39.5,143.75,5.42,2006-09-02
-39.5,144.375,5.39,2006-09-02
-39.5,145,5.31,2006-09-02
-39.5,145.625,5.02,2006-09-02
-39,143.125,5.2,2006-09-02
-39,143.75,4.25,2006-09-02
-39,144.375,4.95,2006-09-02
-39,145,4.64,2006-09-02
-39,145.625,3.51,2006-09-02
-38.5,143.125,0.95,2006-09-02
-38.5,143.75,1.68,2006-09-02
-38.5,144.375,2.54,2006-09-02
-38.5,145,2.18,2006-09-02
-38.5,145.625,0.88,2006-09-02
-38,143.125,1.43,2006-09-02
-38,143.75,2.73,2006-09-02
-38,144.375,3.38,2006-09-02
-38,145,2.7,2006-09-02
-38,145.625,0.08,2006-09-02
-40,143.125,8.82,2006-09-03
-40,143.75,8.97,2006-09-03
-40,144.375,9.19,2006-09-03
-40,145,9.36,2006-09-03
-40,145.625,9.4,2006-09-03
-39.5,143.125,8.94,2006-09-03
-39.5,143.75,9.16,2006-09-03
-39.5,144.375,9.42,2006-09-03
-39.5,145,9.58,2006-09-03
-39.5,145.625,9.52,2006-09-03
-39,143.125,8.1,2006-09-03
-39,143.75,7.06,2006-09-03
-39,144.375,8.52,2006-09-03
-39,145,8.68,2006-09-03
-39,145.625,7.45,2006-09-03
-38.5,143.125,1.65,2006-09-03
-38.5,143.75,3.39,2006-09-03
-38.5,144.375,6.6,2006-09-03
-38.5,145,5.84,2006-09-03
-38.5,145.625,2.36,2006-09-03
-38,143.125,1.83,2006-09-03
-38,143.75,3.44,2006-09-03
-38,144.375,4.92,2006-09-03
-38,145,4.19,2006-09-03
-38,145.625,0.16,2006-09-03
-40,143.125,6.94,2006-09-04
-40,143.75,6.35,2006-09-04
-40,144.375,6.05,2006-09-04
-40,145,6.07,2006-09-04
-40,145.625,6.31,2006-09-04
-39.5,143.125,6.38,2006-09-04
-39.5,143.75,5.64,2006-09-04
-39.5,144.375,5.23,2006-09-04
-39.5,145,5.29,2006-09-04
-39.5,145.625,5.26,2006-09-04
-39,143.125,4.89,2006-09-04
-39,143.75,3.62,2006-09-04
-39,144.375,3.75,2006-09-04
-39,145,3.97,2006-09-04
-39,145.625,3.59,2006-09-04
-38.5,143.125,0.96,2006-09-04
-38.5,143.75,1.61,2006-09-04
-38.5,144.375,3.1,2006-09-04
-38.5,145,2.66,2006-09-04
-38.5,145.625,1.24,2006-09-04
-38,143.125,0.95,2006-09-04
-38,143.75,1.77,2006-09-04
-38,144.375,1.89,2006-09-04
-38,145,2.07,2006-09-04
-38,145.625,0.27,2006-09-04
-40,143.125,7.29,2006-09-05
-40,143.75,6.91,2006-09-05
-40,144.375,6.44,2006-09-05
-40,145,6.09,2006-09-05
-40,145.625,5.92,2006-09-05
